company_id,batch,label_type,from_snapshot,to_snapshot,added,removed
896,Summer 2015,subindustry,2025-11-01,2025-12-01,Industrials -> Climate,Unspecified
1016,Winter 2016,subindustry,2025-11-01,2025-12-01,Fintech -> Payments,Government
1183,Summer 2016,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Security
1462,Winter 2017,subindustry,2025-11-01,2025-12-01,Consumer -> Job and Career Services,Education
1468,Winter 2017,subindustry,2025-11-01,2025-12-01,Industrials -> Energy,Industrials -> Manufacturing and Robotics
1480,Winter 2017,subindustry,2025-11-01,2025-12-01,Consumer,Healthcare -> Healthcare Services
1535,Winter 2017,subindustry,2025-11-01,2025-12-01,Consumer,Consumer -> Home and Personal
1555,Winter 2017,subindustry,2025-11-01,2025-12-01,Education,Unspecified
1596,Summer 2017,subindustry,2025-11-01,2025-12-01,Industrials -> Climate,B2B -> Sales
1629,Summer 2017,subindustry,2025-11-01,2025-12-01,Fintech,Fintech -> Banking and Exchange
1683,Summer 2017,tag,2025-11-01,2025-12-01,AI Assistant|Advertising|Artificial Intelligence,
1683,Summer 2017,industry,2025-11-01,2025-12-01,Consumer,B2B
1683,Summer 2017,subindustry,2025-11-01,2025-12-01,Consumer,B2B -> Recruiting and Talent
1687,Summer 2017,tag,2025-11-01,2025-12-01,AI|API|Speech Recognition,Deep Learning
1736,Winter 2018,subindustry,2025-11-01,2025-12-01,B2B -> Productivity,B2B -> Infrastructure
1891,Summer 2018,subindustry,2025-11-01,2025-12-01,B2B -> Productivity,B2B -> Finance and Accounting
1953,Summer 2018,industry,2025-11-01,2025-12-01,Consumer,B2B
1953,Summer 2018,subindustry,2025-11-01,2025-12-01,"Consumer -> Travel, Leisure and Tourism",B2B
1977,Summer 2018,subindustry,2025-11-01,2025-12-01,Healthcare -> Healthcare IT,Healthcare -> Consumer Health and Wellness
1990,Summer 2018,tag,2025-11-01,2025-12-01,AI|Energy|Mining,
11934,Winter 2019,subindustry,2025-11-01,2025-12-01,Consumer -> Food and Beverage,B2B -> Supply Chain and Logistics
11948,Winter 2019,tag,2025-11-01,2025-12-01,AI|Data Science,Artificial Intelligence
11976,Winter 2019,tag,2025-11-01,2025-12-01,AI,Artificial Intelligence
11986,Winter 2019,subindustry,2025-11-01,2025-12-01,B2B,Consumer -> Apparel and Cosmetics
12036,Winter 2019,subindustry,2025-11-01,2025-12-01,Healthcare -> Diagnostics,Healthcare -> Healthcare IT
12062,Winter 2019,tag,2025-11-01,2025-12-01,AI|Machine Learning|Telecommunications,Dating|Location-based|Social|Social Network
12062,Winter 2019,subindustry,2025-11-01,2025-12-01,Consumer,"Consumer -> Travel, Leisure and Tourism"
12065,Winter 2019,subindustry,2025-11-01,2025-12-01,"Consumer -> Travel, Leisure and Tourism","B2B -> Engineering, Product and Design"
12247,Winter 2019,subindustry,2025-11-01,2025-12-01,Consumer,"Consumer -> Travel, Leisure and Tourism"
12249,Winter 2019,subindustry,2025-11-01,2025-12-01,Fintech -> Asset Management,Fintech -> Banking and Exchange
12278,Winter 2019,subindustry,2025-11-01,2025-12-01,Fintech -> Payments,Fintech -> Banking and Exchange
12533,Summer 2019,subindustry,2025-11-01,2025-12-01,Fintech,Real Estate and Construction -> Housing and Real Estate
12536,Summer 2019,tag,2025-11-01,2025-12-01,Media,Marketing
12536,Summer 2019,industry,2025-11-01,2025-12-01,B2B,Consumer
12536,Summer 2019,subindustry,2025-11-01,2025-12-01,B2B,Consumer -> Gaming
12549,Summer 2019,tag,2025-11-01,2025-12-01,Artificial Intelligence,AI
12553,Summer 2019,subindustry,2025-11-01,2025-12-01,Healthcare -> Consumer Health and Wellness,B2B -> Supply Chain and Logistics
12574,Summer 2019,industry,2025-11-01,2025-12-01,B2B,Consumer
12574,Summer 2019,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,Consumer -> Home and Personal
12665,Summer 2019,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Analytics
12666,Summer 2019,subindustry,2025-11-01,2025-12-01,Industrials,Industrials -> Manufacturing and Robotics
12742,Winter 2020,subindustry,2025-11-01,2025-12-01,B2B -> Finance and Accounting,B2B -> Infrastructure
12797,Summer 2019,subindustry,2025-11-01,2025-12-01,B2B,Consumer
12821,Summer 2019,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,B2B -> Operations
12838,Summer 2019,subindustry,2025-11-01,2025-12-01,B2B,Industrials -> Climate
12862,Summer 2019,subindustry,2025-11-01,2025-12-01,B2B -> Analytics,B2B -> Operations
13085,Winter 2020,subindustry,2025-11-01,2025-12-01,Industrials -> Manufacturing and Robotics,Real Estate and Construction -> Construction
13104,Winter 2020,subindustry,2025-11-01,2025-12-01,B2B -> Sales,B2B -> Marketing
13150,Summer 2020,subindustry,2025-11-01,2025-12-01,B2B -> Analytics,"B2B -> Engineering, Product and Design"
13185,Winter 2020,subindustry,2025-11-01,2025-12-01,Fintech,B2B -> Infrastructure
13312,Winter 2020,tag,2025-11-01,2025-12-01,Developer Tools,
13344,Winter 2020,subindustry,2025-11-01,2025-12-01,Consumer,B2B -> Productivity
13352,Winter 2020,subindustry,2025-11-01,2025-12-01,B2B -> Supply Chain and Logistics,B2B -> Retail
13472,Winter 2020,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,Real Estate and Construction -> Housing and Real Estate
13482,Winter 2020,subindustry,2025-11-01,2025-12-01,Fintech,Fintech -> Banking and Exchange
13548,Winter 2020,subindustry,2025-11-01,2025-12-01,Healthcare,Healthcare -> Medical Devices
13579,Winter 2020,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Infrastructure
21862,Summer 2020,subindustry,2025-11-01,2025-12-01,B2B,Consumer -> Social
21885,Summer 2020,subindustry,2025-11-01,2025-12-01,B2B -> Security,B2B -> Infrastructure
22002,Summer 2020,subindustry,2025-11-01,2025-12-01,B2B -> Retail,B2B -> Marketing
22076,Summer 2020,subindustry,2025-11-01,2025-12-01,B2B -> Operations,"B2B -> Engineering, Product and Design"
22083,Summer 2020,subindustry,2025-11-01,2025-12-01,B2B -> Recruiting and Talent,Education
22195,Summer 2020,subindustry,2025-11-01,2025-12-01,Healthcare,Fintech -> Consumer Finance
22322,Summer 2020,subindustry,2025-11-01,2025-12-01,B2B -> Finance and Accounting,Real Estate and Construction -> Construction
22660,Winter 2021,subindustry,2025-11-01,2025-12-01,B2B -> Sales,Healthcare -> Consumer Health and Wellness
22663,Winter 2021,subindustry,2025-11-01,2025-12-01,Healthcare -> Healthcare IT,Healthcare -> Drug Discovery and Delivery
22681,Winter 2021,subindustry,2025-11-01,2025-12-01,Fintech -> Insurance,B2B -> Operations
22695,Winter 2021,subindustry,2025-11-01,2025-12-01,Healthcare -> Healthcare IT,Healthcare -> Drug Discovery and Delivery
22738,Winter 2021,subindustry,2025-11-01,2025-12-01,B2B,Consumer -> Job and Career Services
22741,Winter 2021,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,"B2B -> Engineering, Product and Design"
22785,Winter 2021,tag,2025-11-01,2025-12-01,Conversational AI|Logistics,Autonomous Trucking|Hard Tech|Robotics|Transportation
22832,Winter 2021,subindustry,2025-11-01,2025-12-01,B2B,"B2B -> Engineering, Product and Design"
22843,Winter 2021,subindustry,2025-11-01,2025-12-01,Industrials -> Climate,Consumer -> Food and Beverage
22878,Winter 2021,tag,2025-11-01,2025-12-01,AI|Artificial Intelligence|B2B|Emerging Markets,IoT
22951,Winter 2021,subindustry,2025-11-01,2025-12-01,Healthcare,"B2B -> Engineering, Product and Design"
23017,Winter 2021,subindustry,2025-11-01,2025-12-01,Industrials,B2B -> Operations
23053,Winter 2021,subindustry,2025-11-01,2025-12-01,Consumer,Consumer -> Transportation Services
23317,Winter 2021,subindustry,2025-11-01,2025-12-01,Healthcare -> Healthcare IT,Healthcare -> Consumer Health and Wellness
23399,Winter 2021,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,B2B -> Sales
23530,Winter 2021,tag,2025-11-01,2025-12-01,Data Visualization,AI Assistant
23530,Winter 2021,subindustry,2025-11-01,2025-12-01,B2B -> Analytics,"B2B -> Engineering, Product and Design"
23629,Winter 2021,subindustry,2025-11-01,2025-12-01,B2B -> Operations,B2B -> Infrastructure
23636,Winter 2021,subindustry,2025-11-01,2025-12-01,Healthcare -> Consumer Health and Wellness,Consumer -> Content
23781,Summer 2021,tag,2025-11-01,2025-12-01,AI,Artificial Intelligence
23957,Summer 2021,subindustry,2025-11-01,2025-12-01,Consumer -> Content,"B2B -> Engineering, Product and Design"
24039,Summer 2021,subindustry,2025-11-01,2025-12-01,Industrials -> Drones,Consumer
24064,Summer 2021,tag,2025-11-01,2025-12-01,B2B,
24080,Summer 2021,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Human Resources
24130,Summer 2021,subindustry,2025-11-01,2025-12-01,Healthcare -> Healthcare IT,B2B -> Security
24192,Summer 2021,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,B2B -> Analytics
24198,Summer 2021,subindustry,2025-11-01,2025-12-01,B2B -> Human Resources,Fintech
24204,Summer 2021,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,Real Estate and Construction -> Housing and Real Estate
24229,Summer 2021,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,Healthcare
24256,Summer 2021,subindustry,2025-11-01,2025-12-01,B2B -> Supply Chain and Logistics,Consumer -> Virtual and Augmented Reality
24344,Summer 2021,subindustry,2025-11-01,2025-12-01,"B2B -> Engineering, Product and Design",B2B -> Infrastructure
24353,Summer 2021,subindustry,2025-11-01,2025-12-01,Healthcare -> Healthcare Services,Healthcare -> Consumer Health and Wellness
24381,Summer 2021,subindustry,2025-11-01,2025-12-01,B2B,Fintech -> Consumer Finance
24384,Summer 2021,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,B2B -> Operations
24395,Summer 2021,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Analytics
24404,Summer 2021,subindustry,2025-11-01,2025-12-01,B2B -> Operations,"B2B -> Engineering, Product and Design"
24408,Summer 2021,subindustry,2025-11-01,2025-12-01,Consumer,B2B -> Productivity
24509,Summer 2021,subindustry,2025-11-01,2025-12-01,B2B -> Supply Chain and Logistics,Fintech -> Asset Management
24679,Summer 2021,subindustry,2025-11-01,2025-12-01,B2B -> Security,B2B
24725,Summer 2021,tag,2025-11-01,2025-12-01,Artificial Intelligence,AI
24737,Summer 2021,subindustry,2025-11-01,2025-12-01,Healthcare -> Drug Discovery and Delivery,Healthcare -> Industrial Bio
24773,Summer 2021,subindustry,2025-11-01,2025-12-01,B2B -> Recruiting and Talent,B2B -> Human Resources
24820,Summer 2021,subindustry,2025-11-01,2025-12-01,Healthcare -> Therapeutics,Healthcare -> Industrial Bio
24914,Summer 2021,tag,2025-11-01,2025-12-01,AI,Artificial Intelligence
25075,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B,Fintech -> Asset Management
25279,Winter 2022,subindustry,2025-11-01,2025-12-01,Consumer -> Social,B2B -> Productivity
25306,Winter 2022,tag,2025-11-01,2025-12-01,AI|Reinforcement Learning,
25309,Winter 2022,tag,2025-11-01,2025-12-01,AI,
25321,Winter 2022,subindustry,2025-11-01,2025-12-01,Healthcare -> Drug Discovery and Delivery,Healthcare -> Therapeutics
25356,Winter 2022,tag,2025-11-01,2025-12-01,AI Assistant|Conversational AI,Collaboration|Remote Work
25356,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B -> Productivity,"B2B -> Engineering, Product and Design"
25394,Winter 2022,tag,2025-11-01,2025-12-01,AI Assistant|Artificial Intelligence|Enterprise Software,Marketplace
25394,Winter 2022,subindustry,2025-11-01,2025-12-01,Fintech -> Asset Management,Fintech
25402,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B -> Infrastructure,B2B -> Security
25451,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,Consumer -> Social
25491,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,"B2B -> Engineering, Product and Design"
25511,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Operations
25528,Winter 2022,subindustry,2025-11-01,2025-12-01,Fintech -> Credit and Lending,Real Estate and Construction
25569,Winter 2022,subindustry,2025-11-01,2025-12-01,Fintech -> Asset Management,"B2B -> Engineering, Product and Design"
25603,Winter 2022,subindustry,2025-11-01,2025-12-01,Consumer -> Gaming,B2B -> Marketing
25619,Winter 2022,tag,2025-11-01,2025-12-01,,B2B|Fintech|SaaS
25645,Winter 2022,subindustry,2025-11-01,2025-12-01,"B2B -> Engineering, Product and Design",B2B
25655,Winter 2022,subindustry,2025-11-01,2025-12-01,Fintech -> Asset Management,Fintech -> Banking and Exchange
25732,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,Consumer -> Gaming
25819,Winter 2022,tag,2025-11-01,2025-12-01,AI Assistant|Artificial Intelligence,
25870,Winter 2022,subindustry,2025-11-01,2025-12-01,Fintech -> Payments,B2B -> Retail
25911,Winter 2022,industry,2025-11-01,2025-12-01,Fintech,B2B
25911,Winter 2022,subindustry,2025-11-01,2025-12-01,Fintech -> Payments,B2B -> Finance and Accounting
25913,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B,Real Estate and Construction
25914,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B -> Productivity,B2B -> Operations
25923,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B -> Operations,B2B -> Infrastructure
25983,Winter 2022,subindustry,2025-11-01,2025-12-01,Consumer,Consumer -> Social
25999,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B,Consumer -> Content
26015,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B,Fintech -> Consumer Finance
26016,Winter 2022,tag,2025-11-01,2025-12-01,AI Assistant,
26019,Winter 2022,subindustry,2025-11-01,2025-12-01,Fintech -> Asset Management,Consumer
26033,Winter 2022,tag,2025-11-01,2025-12-01,Artificial Intelligence,Assistive Tech
26034,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B -> Sales,Industrials -> Climate
26144,Fall 2025,tag,2025-11-01,2025-12-01,AI|Open Source,Artificial Intelligence
26148,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B,Consumer -> Social
26264,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B -> Finance and Accounting,Consumer -> Food and Beverage
26307,Winter 2022,industry,2025-11-01,2025-12-01,B2B,Consumer
26307,Winter 2022,subindustry,2025-11-01,2025-12-01,B2B -> Productivity,Consumer
26480,Summer 2022,tag,2025-11-01,2025-12-01,AI,Artificial Intelligence
26654,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B -> Sales,B2B -> Security
26667,Summer 2022,tag,2025-11-01,2025-12-01,AI|Creator Economy|Gaming,Community|Crypto / Web3|Fintech
26670,Summer 2022,tag,2025-11-01,2025-12-01,Artificial Intelligence,AI
26713,Summer 2022,tag,2025-11-01,2025-12-01,Artificial Intelligence,
26713,Summer 2022,industry,2025-11-01,2025-12-01,Fintech,B2B
26713,Summer 2022,subindustry,2025-11-01,2025-12-01,Fintech -> Insurance,B2B -> Human Resources
26718,Summer 2022,tag,2025-11-01,2025-12-01,Artificial Intelligence,AI
26723,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B -> Sales,B2B
26730,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B -> Sales,B2B -> Finance and Accounting
26794,Summer 2022,subindustry,2025-11-01,2025-12-01,Fintech,Fintech -> Credit and Lending
26796,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,Consumer -> Content
26803,Summer 2022,subindustry,2025-11-01,2025-12-01,Fintech -> Payments,Fintech -> Banking and Exchange
26818,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B -> Finance and Accounting,"B2B -> Engineering, Product and Design"
26861,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B -> Productivity,"B2B -> Engineering, Product and Design"
26870,Summer 2022,tag,2025-11-01,2025-12-01,Artificial Intelligence,AI
26877,Summer 2022,tag,2025-11-01,2025-12-01,AI|Recruiting,Enterprise|Productivity
26877,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B -> Human Resources,B2B -> Productivity
26890,Summer 2022,tag,2025-11-01,2025-12-01,AI,Artificial Intelligence
26890,Summer 2022,subindustry,2025-11-01,2025-12-01,Consumer,B2B -> Finance and Accounting
26907,Summer 2022,tag,2025-11-01,2025-12-01,Artificial Intelligence,AI
26907,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B -> Finance and Accounting,B2B -> Supply Chain and Logistics
26912,Summer 2022,subindustry,2025-11-01,2025-12-01,Healthcare -> Drug Discovery and Delivery,Healthcare
27038,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B -> Operations,"B2B -> Engineering, Product and Design"
27039,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B -> Operations,Consumer
27041,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Sales
27091,Summer 2022,subindustry,2025-11-01,2025-12-01,Consumer,Fintech
27108,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B,Fintech -> Payments
27141,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B -> Sales,B2B -> Analytics
27143,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B,Consumer -> Social
27151,Summer 2022,subindustry,2025-11-01,2025-12-01,Healthcare,Healthcare -> Consumer Health and Wellness
27165,Summer 2022,subindustry,2025-11-01,2025-12-01,Healthcare -> Healthcare IT,B2B -> Supply Chain and Logistics
27172,Summer 2022,subindustry,2025-11-01,2025-12-01,"B2B -> Engineering, Product and Design",B2B
27184,Summer 2022,subindustry,2025-11-01,2025-12-01,B2B -> Recruiting and Talent,Consumer -> Content
27190,Summer 2022,subindustry,2025-11-01,2025-12-01,"B2B -> Engineering, Product and Design",B2B -> Supply Chain and Logistics
27254,Winter 2023,tag,2025-11-01,2025-12-01,Artificial Intelligence,AI
27492,Winter 2023,subindustry,2025-11-01,2025-12-01,Consumer,Fintech
27583,Winter 2023,subindustry,2025-11-01,2025-12-01,Consumer -> Content,"B2B -> Engineering, Product and Design"
27670,Winter 2023,subindustry,2025-11-01,2025-12-01,Fintech -> Consumer Finance,B2B -> Supply Chain and Logistics
27680,Winter 2023,tag,2025-11-01,2025-12-01,Artificial Intelligence,AI
27685,Winter 2023,subindustry,2025-11-01,2025-12-01,"B2B -> Engineering, Product and Design",B2B -> Sales
27687,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Productivity
27696,Winter 2023,subindustry,2025-11-01,2025-12-01,Healthcare -> Drug Discovery and Delivery,"B2B -> Engineering, Product and Design"
27697,Winter 2023,subindustry,2025-11-01,2025-12-01,"B2B -> Engineering, Product and Design",B2B
27702,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Infrastructure
27708,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B,"Consumer -> Travel, Leisure and Tourism"
27714,Winter 2023,subindustry,2025-11-01,2025-12-01,Real Estate and Construction,Fintech
27774,Winter 2023,subindustry,2025-11-01,2025-12-01,"B2B -> Engineering, Product and Design",B2B -> Sales
27814,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B -> Productivity,B2B -> Supply Chain and Logistics
27818,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,B2B -> Operations
27842,Winter 2023,subindustry,2025-11-01,2025-12-01,Fintech,B2B -> Operations
27853,Winter 2023,subindustry,2025-11-01,2025-12-01,Real Estate and Construction,B2B
27857,Winter 2023,subindustry,2025-11-01,2025-12-01,Consumer,Fintech -> Payments
27862,Winter 2023,tag,2025-11-01,2025-12-01,ClimateTech,Electric Vehicles|Payments
27867,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B -> Legal,"B2B -> Engineering, Product and Design"
27869,Winter 2023,subindustry,2025-11-01,2025-12-01,"B2B -> Engineering, Product and Design",Fintech
27880,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B,Healthcare -> Consumer Health and Wellness
27882,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B -> Operations,"B2B -> Engineering, Product and Design"
27883,Winter 2023,subindustry,2025-11-01,2025-12-01,Consumer,B2B
27892,Winter 2023,tag,2025-11-01,2025-12-01,Automotive|B2B,Conversational AI|Developer Tools|SaaS
27897,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B -> Operations,"B2B -> Engineering, Product and Design"
27902,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Productivity
27923,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B -> Operations,B2B -> Productivity
27935,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B -> Security,B2B -> Infrastructure
27943,Winter 2023,tag,2025-11-01,2025-12-01,Artificial Intelligence,AI
27946,Winter 2023,subindustry,2025-11-01,2025-12-01,Consumer,Fintech -> Banking and Exchange
27952,Winter 2023,subindustry,2025-11-01,2025-12-01,Fintech,"B2B -> Engineering, Product and Design"
27964,Winter 2023,subindustry,2025-11-01,2025-12-01,Consumer -> Gaming,B2B
27966,Winter 2023,subindustry,2025-11-01,2025-12-01,Healthcare -> Healthcare IT,B2B
27983,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B -> Sales,B2B -> Analytics
27985,Winter 2023,subindustry,2025-11-01,2025-12-01,Healthcare -> Healthcare Services,"B2B -> Engineering, Product and Design"
28087,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B -> Infrastructure,Consumer -> Gaming
28099,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B -> Operations,B2B -> Infrastructure
28111,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B -> Operations,B2B -> Productivity
28127,Winter 2023,tag,2025-11-01,2025-12-01,AI,Artificial Intelligence
28127,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B -> Finance and Accounting,Real Estate and Construction
28162,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Finance and Accounting
28183,Winter 2023,tag,2025-11-01,2025-12-01,AI|Finance|Fintech|Investing|SaaS,
28361,Winter 2023,tag,2025-11-01,2025-12-01,,Analytics
28367,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B -> Security,"B2B -> Engineering, Product and Design"
28412,Winter 2023,subindustry,2025-11-01,2025-12-01,B2B -> Finance and Accounting,B2B -> Marketing
28418,Winter 2023,subindustry,2025-11-01,2025-12-01,Consumer,B2B -> Infrastructure
28425,Winter 2023,subindustry,2025-11-01,2025-12-01,Healthcare -> Industrial Bio,Healthcare -> Healthcare Services
28486,Summer 2023,subindustry,2025-11-01,2025-12-01,Consumer -> Content,Consumer -> Social
28776,Summer 2023,subindustry,2025-11-01,2025-12-01,Education,Healthcare
28780,Summer 2023,subindustry,2025-11-01,2025-12-01,Fintech -> Insurance,B2B
28792,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B,Consumer -> Content
28814,Summer 2023,subindustry,2025-11-01,2025-12-01,"B2B -> Engineering, Product and Design",B2B -> Operations
28815,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Legal
28818,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B -> Supply Chain and Logistics,Fintech
28839,Summer 2023,tag,2025-11-01,2025-12-01,AI,Artificial Intelligence
28839,Summer 2023,subindustry,2025-11-01,2025-12-01,"B2B -> Engineering, Product and Design",B2B
28841,Summer 2023,tag,2025-11-01,2025-12-01,Artificial Intelligence|Media,3D Printing|AI
28841,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Productivity
28851,Summer 2023,subindustry,2025-11-01,2025-12-01,"B2B -> Engineering, Product and Design",B2B -> Operations
28853,Summer 2023,subindustry,2025-11-01,2025-12-01,Healthcare -> Medical Devices,Healthcare -> Consumer Health and Wellness
28863,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B -> Recruiting and Talent,"B2B -> Engineering, Product and Design"
28884,Summer 2023,tag,2025-11-01,2025-12-01,Artificial Intelligence|Enterprise Software,
28884,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B,Consumer -> Social
28885,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B -> Security,B2B -> Infrastructure
28886,Summer 2023,tag,2025-11-01,2025-12-01,Artificial Intelligence,AI
28887,Summer 2023,tag,2025-11-01,2025-12-01,AI,Artificial Intelligence
28891,Summer 2023,tag,2025-11-01,2025-12-01,Artificial Intelligence,AI
28893,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B,"B2B -> Engineering, Product and Design"
28894,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B -> Sales,B2B
28899,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Legal
28921,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,B2B -> Sales
28923,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Operations
28927,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B -> Security,"B2B -> Engineering, Product and Design"
28929,Summer 2023,tag,2025-11-01,2025-12-01,AI,Artificial Intelligence
28939,Summer 2023,subindustry,2025-11-01,2025-12-01,Healthcare -> Consumer Health and Wellness,B2B -> Legal
28959,Summer 2023,subindustry,2025-11-01,2025-12-01,Real Estate and Construction,"B2B -> Engineering, Product and Design"
28965,Winter 2024,subindustry,2025-11-01,2025-12-01,Fintech -> Credit and Lending,Fintech
28966,Summer 2023,tag,2025-11-01,2025-12-01,,AI Assistant
28974,Summer 2023,tag,2025-11-01,2025-12-01,AI,Artificial Intelligence
28974,Summer 2023,industry,2025-11-01,2025-12-01,B2B,Healthcare
28974,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B,Fintech -> Insurance
28976,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B -> Human Resources,B2B -> Finance and Accounting
28977,Summer 2023,subindustry,2025-11-01,2025-12-01,Fintech,Fintech -> Payments
28981,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B,"B2B -> Engineering, Product and Design"
28991,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B -> Legal,B2B -> Operations
28992,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,B2B
28997,Summer 2023,subindustry,2025-11-01,2025-12-01,Consumer,Consumer -> Apparel and Cosmetics
29003,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B,"B2B -> Engineering, Product and Design"
29005,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B -> Security,B2B -> Marketing
29010,Summer 2023,tag,2025-11-01,2025-12-01,Artificial Intelligence,AI
29013,Summer 2023,tag,2025-11-01,2025-12-01,Artificial Intelligence,AI
29019,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B -> Sales,B2B -> Operations
29041,Summer 2023,tag,2025-11-01,2025-12-01,AI|Artificial Intelligence,
29046,Summer 2023,subindustry,2025-11-01,2025-12-01,Healthcare,Healthcare -> Diagnostics
29071,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B,B2B -> Supply Chain and Logistics
29080,Summer 2023,subindustry,2025-11-01,2025-12-01,B2B -> Marketing,Consumer
29082,Summer 2023,tag,2025-11-01,2025-12-01,AI,Artificial Intelligence
29088,Summer 2023,tag,2025-11-01,2025-12-01,AI,Artificial Intelligence
29091,Summer 2023,subindustry,2025-11-01,2025-12-01,Consumer,Consumer -> Gaming
29093,Summer 2023,subindustry,2025-11-01,2025-12-01,"Consumer -> Travel, Leisure and Tourism",Fintech -> Consumer Finance
29103,Summer 2023,subindustry,2025-11-01,2025-12-01,"B2B -> Engineering, Product and Design",B2B -> Productivity
29113,Summer 2023,tag,2025-11-01,2025-12-01,AI,Artificial Intelligence
29118,Summer 2023,tag,2025-11-01,2025-12-01,Artificial Intelligence|Search,AI|Analytics
29134,Summer 2023,subindustry,2025-11-01,2025-12-01,Healthcare,Healthcare -> Healthcare IT
