tag,batch,count,share_pct,batch_code,year,batch_order,total_companies,is_partial_batch
Fusion Energy,Spring 2026,0,0.0,X26,2026,20261,195,False
Fusion Energy,Summer 2026,0,0.0,S26,2026,20262,235,False
Fusion Energy,Fall 2026,0,0.0,F26,2026,20263,35,True
Fusion Energy,Winter 2027,0,0.0,W27,2027,20270,1,True
Gaming,Winter 2021,5,1.488,W21,2021,20210,336,False
Gaming,Summer 2021,2,0.512,S21,2021,20212,391,False
Gaming,Winter 2022,9,2.261,W22,2022,20220,398,False
Gaming,Summer 2022,5,2.137,S22,2022,20222,234,False
Gaming,Winter 2023,2,0.73,W23,2023,20230,274,False
Gaming,Summer 2023,2,0.909,S23,2023,20232,220,False
Gaming,Winter 2024,1,0.403,W24,2024,20240,248,False
Gaming,Summer 2024,3,1.21,S24,2024,20242,248,False
Gaming,Fall 2024,0,0.0,F24,2024,20243,94,False
Gaming,Winter 2025,0,0.0,W25,2025,20250,166,False
Gaming,Spring 2025,1,0.699,X25,2025,20251,143,False
Gaming,Summer 2025,0,0.0,S25,2025,20252,166,False
Gaming,Fall 2025,2,1.37,F25,2025,20253,146,False
Gaming,Winter 2026,0,0.0,W26,2026,20260,199,False
Gaming,Spring 2026,2,1.026,X26,2026,20261,195,False
Gaming,Summer 2026,4,1.702,S26,2026,20262,235,False
Gaming,Fall 2026,0,0.0,F26,2026,20263,35,True
Gaming,Winter 2027,0,0.0,W27,2027,20270,1,True
Gardening,Winter 2021,1,0.298,W21,2021,20210,336,False
Gardening,Summer 2021,0,0.0,S21,2021,20212,391,False
Gardening,Winter 2022,0,0.0,W22,2022,20220,398,False
Gardening,Summer 2022,0,0.0,S22,2022,20222,234,False
Gardening,Winter 2023,0,0.0,W23,2023,20230,274,False
Gardening,Summer 2023,0,0.0,S23,2023,20232,220,False
Gardening,Winter 2024,0,0.0,W24,2024,20240,248,False
Gardening,Summer 2024,0,0.0,S24,2024,20242,248,False
Gardening,Fall 2024,0,0.0,F24,2024,20243,94,False
Gardening,Winter 2025,0,0.0,W25,2025,20250,166,False
Gardening,Spring 2025,0,0.0,X25,2025,20251,143,False
Gardening,Summer 2025,0,0.0,S25,2025,20252,166,False
Gardening,Fall 2025,0,0.0,F25,2025,20253,146,False
Gardening,Winter 2026,0,0.0,W26,2026,20260,199,False
Gardening,Spring 2026,0,0.0,X26,2026,20261,195,False
Gardening,Summer 2026,0,0.0,S26,2026,20262,235,False
Gardening,Fall 2026,0,0.0,F26,2026,20263,35,True
Gardening,Winter 2027,0,0.0,W27,2027,20270,1,True
Gene Therapy,Winter 2021,1,0.298,W21,2021,20210,336,False
Gene Therapy,Summer 2021,0,0.0,S21,2021,20212,391,False
Gene Therapy,Winter 2022,2,0.503,W22,2022,20220,398,False
Gene Therapy,Summer 2022,0,0.0,S22,2022,20222,234,False
Gene Therapy,Winter 2023,1,0.365,W23,2023,20230,274,False
Gene Therapy,Summer 2023,0,0.0,S23,2023,20232,220,False
Gene Therapy,Winter 2024,1,0.403,W24,2024,20240,248,False
Gene Therapy,Summer 2024,1,0.403,S24,2024,20242,248,False
Gene Therapy,Fall 2024,0,0.0,F24,2024,20243,94,False
Gene Therapy,Winter 2025,1,0.602,W25,2025,20250,166,False
Gene Therapy,Spring 2025,0,0.0,X25,2025,20251,143,False
Gene Therapy,Summer 2025,0,0.0,S25,2025,20252,166,False
Gene Therapy,Fall 2025,0,0.0,F25,2025,20253,146,False
Gene Therapy,Winter 2026,0,0.0,W26,2026,20260,199,False
Gene Therapy,Spring 2026,1,0.513,X26,2026,20261,195,False
Gene Therapy,Summer 2026,0,0.0,S26,2026,20262,235,False
Gene Therapy,Fall 2026,0,0.0,F26,2026,20263,35,True
Gene Therapy,Winter 2027,0,0.0,W27,2027,20270,1,True
Generative AI,Winter 2021,5,1.488,W21,2021,20210,336,False
Generative AI,Summer 2021,14,3.581,S21,2021,20212,391,False
Generative AI,Winter 2022,13,3.266,W22,2022,20220,398,False
Generative AI,Summer 2022,22,9.402,S22,2022,20222,234,False
Generative AI,Winter 2023,49,17.883,W23,2023,20230,274,False
Generative AI,Summer 2023,29,13.182,S23,2023,20232,220,False
Generative AI,Winter 2024,19,7.661,W24,2024,20240,248,False
Generative AI,Summer 2024,25,10.081,S24,2024,20242,248,False
Generative AI,Fall 2024,6,6.383,F24,2024,20243,94,False
Generative AI,Winter 2025,16,9.639,W25,2025,20250,166,False
Generative AI,Spring 2025,4,2.797,X25,2025,20251,143,False
Generative AI,Summer 2025,4,2.41,S25,2025,20252,166,False
Generative AI,Fall 2025,9,6.164,F25,2025,20253,146,False
Generative AI,Winter 2026,2,1.005,W26,2026,20260,199,False
Generative AI,Spring 2026,0,0.0,X26,2026,20261,195,False
Generative AI,Summer 2026,10,4.255,S26,2026,20262,235,False
Generative AI,Fall 2026,0,0.0,F26,2026,20263,35,True
Generative AI,Winter 2027,0,0.0,W27,2027,20270,1,True
Genetic Engineering,Winter 2021,0,0.0,W21,2021,20210,336,False
Genetic Engineering,Summer 2021,0,0.0,S21,2021,20212,391,False
Genetic Engineering,Winter 2022,0,0.0,W22,2022,20220,398,False
Genetic Engineering,Summer 2022,0,0.0,S22,2022,20222,234,False
Genetic Engineering,Winter 2023,0,0.0,W23,2023,20230,274,False
Genetic Engineering,Summer 2023,1,0.455,S23,2023,20232,220,False
Genetic Engineering,Winter 2024,0,0.0,W24,2024,20240,248,False
Genetic Engineering,Summer 2024,0,0.0,S24,2024,20242,248,False
Genetic Engineering,Fall 2024,0,0.0,F24,2024,20243,94,False
Genetic Engineering,Winter 2025,0,0.0,W25,2025,20250,166,False
Genetic Engineering,Spring 2025,0,0.0,X25,2025,20251,143,False
Genetic Engineering,Summer 2025,0,0.0,S25,2025,20252,166,False
Genetic Engineering,Fall 2025,1,0.685,F25,2025,20253,146,False
Genetic Engineering,Winter 2026,0,0.0,W26,2026,20260,199,False
Genetic Engineering,Spring 2026,1,0.513,X26,2026,20261,195,False
Genetic Engineering,Summer 2026,0,0.0,S26,2026,20262,235,False
Genetic Engineering,Fall 2026,0,0.0,F26,2026,20263,35,True
Genetic Engineering,Winter 2027,0,0.0,W27,2027,20270,1,True
Genomics,Winter 2021,0,0.0,W21,2021,20210,336,False
Genomics,Summer 2021,3,0.767,S21,2021,20212,391,False
Genomics,Winter 2022,2,0.503,W22,2022,20220,398,False
Genomics,Summer 2022,0,0.0,S22,2022,20222,234,False
Genomics,Winter 2023,0,0.0,W23,2023,20230,274,False
Genomics,Summer 2023,0,0.0,S23,2023,20232,220,False
Genomics,Winter 2024,0,0.0,W24,2024,20240,248,False
Genomics,Summer 2024,0,0.0,S24,2024,20242,248,False
Genomics,Fall 2024,0,0.0,F24,2024,20243,94,False
Genomics,Winter 2025,0,0.0,W25,2025,20250,166,False
Genomics,Spring 2025,0,0.0,X25,2025,20251,143,False
Genomics,Summer 2025,0,0.0,S25,2025,20252,166,False
Genomics,Fall 2025,1,0.685,F25,2025,20253,146,False
Genomics,Winter 2026,0,0.0,W26,2026,20260,199,False
Genomics,Spring 2026,0,0.0,X26,2026,20261,195,False
Genomics,Summer 2026,1,0.426,S26,2026,20262,235,False
Genomics,Fall 2026,0,0.0,F26,2026,20263,35,True
Genomics,Winter 2027,0,0.0,W27,2027,20270,1,True
Geographic Information System,Winter 2021,0,0.0,W21,2021,20210,336,False
Geographic Information System,Summer 2021,2,0.512,S21,2021,20212,391,False
Geographic Information System,Winter 2022,0,0.0,W22,2022,20220,398,False
Geographic Information System,Summer 2022,1,0.427,S22,2022,20222,234,False
Geographic Information System,Winter 2023,0,0.0,W23,2023,20230,274,False
Geographic Information System,Summer 2023,0,0.0,S23,2023,20232,220,False
Geographic Information System,Winter 2024,0,0.0,W24,2024,20240,248,False
Geographic Information System,Summer 2024,0,0.0,S24,2024,20242,248,False
Geographic Information System,Fall 2024,0,0.0,F24,2024,20243,94,False
Geographic Information System,Winter 2025,0,0.0,W25,2025,20250,166,False
Geographic Information System,Spring 2025,0,0.0,X25,2025,20251,143,False
Geographic Information System,Summer 2025,1,0.602,S25,2025,20252,166,False
Geographic Information System,Fall 2025,0,0.0,F25,2025,20253,146,False
Geographic Information System,Winter 2026,0,0.0,W26,2026,20260,199,False
Geographic Information System,Spring 2026,0,0.0,X26,2026,20261,195,False
Geographic Information System,Summer 2026,1,0.426,S26,2026,20262,235,False
Geographic Information System,Fall 2026,0,0.0,F26,2026,20263,35,True
Geographic Information System,Winter 2027,0,0.0,W27,2027,20270,1,True
Ghost Kitchens,Winter 2021,2,0.595,W21,2021,20210,336,False
Ghost Kitchens,Summer 2021,4,1.023,S21,2021,20212,391,False
Ghost Kitchens,Winter 2022,0,0.0,W22,2022,20220,398,False
Ghost Kitchens,Summer 2022,1,0.427,S22,2022,20222,234,False
Ghost Kitchens,Winter 2023,0,0.0,W23,2023,20230,274,False
Ghost Kitchens,Summer 2023,0,0.0,S23,2023,20232,220,False
Ghost Kitchens,Winter 2024,0,0.0,W24,2024,20240,248,False
Ghost Kitchens,Summer 2024,0,0.0,S24,2024,20242,248,False
Ghost Kitchens,Fall 2024,0,0.0,F24,2024,20243,94,False
Ghost Kitchens,Winter 2025,0,0.0,W25,2025,20250,166,False
Ghost Kitchens,Spring 2025,0,0.0,X25,2025,20251,143,False
Ghost Kitchens,Summer 2025,0,0.0,S25,2025,20252,166,False
Ghost Kitchens,Fall 2025,0,0.0,F25,2025,20253,146,False
Ghost Kitchens,Winter 2026,0,0.0,W26,2026,20260,199,False
Ghost Kitchens,Spring 2026,0,0.0,X26,2026,20261,195,False
Ghost Kitchens,Summer 2026,0,0.0,S26,2026,20262,235,False
Ghost Kitchens,Fall 2026,0,0.0,F26,2026,20263,35,True
Ghost Kitchens,Winter 2027,0,0.0,W27,2027,20270,1,True
GovTech,Winter 2021,2,0.595,W21,2021,20210,336,False
GovTech,Summer 2021,4,1.023,S21,2021,20212,391,False
GovTech,Winter 2022,3,0.754,W22,2022,20220,398,False
GovTech,Summer 2022,2,0.855,S22,2022,20222,234,False
GovTech,Winter 2023,0,0.0,W23,2023,20230,274,False
GovTech,Summer 2023,2,0.909,S23,2023,20232,220,False
GovTech,Winter 2024,2,0.806,W24,2024,20240,248,False
GovTech,Summer 2024,3,1.21,S24,2024,20242,248,False
GovTech,Fall 2024,0,0.0,F24,2024,20243,94,False
GovTech,Winter 2025,5,3.012,W25,2025,20250,166,False
GovTech,Spring 2025,1,0.699,X25,2025,20251,143,False
GovTech,Summer 2025,1,0.602,S25,2025,20252,166,False
GovTech,Fall 2025,2,1.37,F25,2025,20253,146,False
GovTech,Winter 2026,0,0.0,W26,2026,20260,199,False
GovTech,Spring 2026,1,0.513,X26,2026,20261,195,False
GovTech,Summer 2026,4,1.702,S26,2026,20262,235,False
GovTech,Fall 2026,1,2.857,F26,2026,20263,35,True
GovTech,Winter 2027,0,0.0,W27,2027,20270,1,True
GraphQL,Winter 2021,0,0.0,W21,2021,20210,336,False
GraphQL,Summer 2021,0,0.0,S21,2021,20212,391,False
GraphQL,Winter 2022,0,0.0,W22,2022,20220,398,False
GraphQL,Summer 2022,0,0.0,S22,2022,20222,234,False
GraphQL,Winter 2023,1,0.365,W23,2023,20230,274,False
GraphQL,Summer 2023,0,0.0,S23,2023,20232,220,False
GraphQL,Winter 2024,0,0.0,W24,2024,20240,248,False
GraphQL,Summer 2024,0,0.0,S24,2024,20242,248,False
GraphQL,Fall 2024,0,0.0,F24,2024,20243,94,False
GraphQL,Winter 2025,0,0.0,W25,2025,20250,166,False
GraphQL,Spring 2025,0,0.0,X25,2025,20251,143,False
GraphQL,Summer 2025,0,0.0,S25,2025,20252,166,False
GraphQL,Fall 2025,0,0.0,F25,2025,20253,146,False
GraphQL,Winter 2026,0,0.0,W26,2026,20260,199,False
GraphQL,Spring 2026,0,0.0,X26,2026,20261,195,False
GraphQL,Summer 2026,0,0.0,S26,2026,20262,235,False
GraphQL,Fall 2026,0,0.0,F26,2026,20263,35,True
GraphQL,Winter 2027,0,0.0,W27,2027,20270,1,True
Grocery,Winter 2021,4,1.19,W21,2021,20210,336,False
Grocery,Summer 2021,5,1.279,S21,2021,20212,391,False
Grocery,Winter 2022,1,0.251,W22,2022,20220,398,False
Grocery,Summer 2022,1,0.427,S22,2022,20222,234,False
Grocery,Winter 2023,1,0.365,W23,2023,20230,274,False
Grocery,Summer 2023,2,0.909,S23,2023,20232,220,False
Grocery,Winter 2024,0,0.0,W24,2024,20240,248,False
Grocery,Summer 2024,0,0.0,S24,2024,20242,248,False
Grocery,Fall 2024,0,0.0,F24,2024,20243,94,False
Grocery,Winter 2025,0,0.0,W25,2025,20250,166,False
Grocery,Spring 2025,1,0.699,X25,2025,20251,143,False
Grocery,Summer 2025,0,0.0,S25,2025,20252,166,False
Grocery,Fall 2025,0,0.0,F25,2025,20253,146,False
Grocery,Winter 2026,0,0.0,W26,2026,20260,199,False
Grocery,Spring 2026,0,0.0,X26,2026,20261,195,False
Grocery,Summer 2026,0,0.0,S26,2026,20262,235,False
Grocery,Fall 2026,0,0.0,F26,2026,20263,35,True
Grocery,Winter 2027,0,0.0,W27,2027,20270,1,True
HR Tech,Winter 2021,5,1.488,W21,2021,20210,336,False
HR Tech,Summer 2021,7,1.79,S21,2021,20212,391,False
HR Tech,Winter 2022,7,1.759,W22,2022,20220,398,False
HR Tech,Summer 2022,4,1.709,S22,2022,20222,234,False
HR Tech,Winter 2023,4,1.46,W23,2023,20230,274,False
HR Tech,Summer 2023,4,1.818,S23,2023,20232,220,False
HR Tech,Winter 2024,2,0.806,W24,2024,20240,248,False
HR Tech,Summer 2024,3,1.21,S24,2024,20242,248,False
HR Tech,Fall 2024,1,1.064,F24,2024,20243,94,False
HR Tech,Winter 2025,3,1.807,W25,2025,20250,166,False
HR Tech,Spring 2025,0,0.0,X25,2025,20251,143,False
HR Tech,Summer 2025,0,0.0,S25,2025,20252,166,False
HR Tech,Fall 2025,1,0.685,F25,2025,20253,146,False
HR Tech,Winter 2026,0,0.0,W26,2026,20260,199,False
HR Tech,Spring 2026,1,0.513,X26,2026,20261,195,False
HR Tech,Summer 2026,1,0.426,S26,2026,20262,235,False
HR Tech,Fall 2026,1,2.857,F26,2026,20263,35,True
HR Tech,Winter 2027,0,0.0,W27,2027,20270,1,True
Hard Tech,Winter 2021,11,3.274,W21,2021,20210,336,False
Hard Tech,Summer 2021,9,2.302,S21,2021,20212,391,False
Hard Tech,Winter 2022,11,2.764,W22,2022,20220,398,False
Hard Tech,Summer 2022,2,0.855,S22,2022,20222,234,False
Hard Tech,Winter 2023,2,0.73,W23,2023,20230,274,False
Hard Tech,Summer 2023,2,0.909,S23,2023,20232,220,False
Hard Tech,Winter 2024,2,0.806,W24,2024,20240,248,False
Hard Tech,Summer 2024,11,4.435,S24,2024,20242,248,False
Hard Tech,Fall 2024,1,1.064,F24,2024,20243,94,False
Hard Tech,Winter 2025,5,3.012,W25,2025,20250,166,False
Hard Tech,Spring 2025,6,4.196,X25,2025,20251,143,False
Hard Tech,Summer 2025,2,1.205,S25,2025,20252,166,False
Hard Tech,Fall 2025,4,2.74,F25,2025,20253,146,False
Hard Tech,Winter 2026,3,1.508,W26,2026,20260,199,False
Hard Tech,Spring 2026,4,2.051,X26,2026,20261,195,False
Hard Tech,Summer 2026,25,10.638,S26,2026,20262,235,False
Hard Tech,Fall 2026,4,11.429,F26,2026,20263,35,True
Hard Tech,Winter 2027,0,0.0,W27,2027,20270,1,True
Hardware,Winter 2021,6,1.786,W21,2021,20210,336,False
Hardware,Summer 2021,6,1.535,S21,2021,20212,391,False
Hardware,Winter 2022,10,2.513,W22,2022,20220,398,False
Hardware,Summer 2022,2,0.855,S22,2022,20222,234,False
Hardware,Winter 2023,1,0.365,W23,2023,20230,274,False
Hardware,Summer 2023,2,0.909,S23,2023,20232,220,False
Hardware,Winter 2024,1,0.403,W24,2024,20240,248,False
Hardware,Summer 2024,8,3.226,S24,2024,20242,248,False
Hardware,Fall 2024,0,0.0,F24,2024,20243,94,False
Hardware,Winter 2025,8,4.819,W25,2025,20250,166,False
Hardware,Spring 2025,6,4.196,X25,2025,20251,143,False
Hardware,Summer 2025,6,3.614,S25,2025,20252,166,False
Hardware,Fall 2025,5,3.425,F25,2025,20253,146,False
Hardware,Winter 2026,3,1.508,W26,2026,20260,199,False
Hardware,Spring 2026,3,1.538,X26,2026,20261,195,False
Hardware,Summer 2026,20,8.511,S26,2026,20262,235,False
Hardware,Fall 2026,3,8.571,F26,2026,20263,35,True
Hardware,Winter 2027,0,0.0,W27,2027,20270,1,True
Health & Wellness,Winter 2021,2,0.595,W21,2021,20210,336,False
Health & Wellness,Summer 2021,10,2.558,S21,2021,20212,391,False
Health & Wellness,Winter 2022,2,0.503,W22,2022,20220,398,False
Health & Wellness,Summer 2022,0,0.0,S22,2022,20222,234,False
Health & Wellness,Winter 2023,0,0.0,W23,2023,20230,274,False
Health & Wellness,Summer 2023,3,1.364,S23,2023,20232,220,False
Health & Wellness,Winter 2024,2,0.806,W24,2024,20240,248,False
Health & Wellness,Summer 2024,0,0.0,S24,2024,20242,248,False
Health & Wellness,Fall 2024,0,0.0,F24,2024,20243,94,False
Health & Wellness,Winter 2025,2,1.205,W25,2025,20250,166,False
Health & Wellness,Spring 2025,1,0.699,X25,2025,20251,143,False
Health & Wellness,Summer 2025,0,0.0,S25,2025,20252,166,False
Health & Wellness,Fall 2025,3,2.055,F25,2025,20253,146,False
Health & Wellness,Winter 2026,0,0.0,W26,2026,20260,199,False
Health & Wellness,Spring 2026,1,0.513,X26,2026,20261,195,False
Health & Wellness,Summer 2026,4,1.702,S26,2026,20262,235,False
Health & Wellness,Fall 2026,1,2.857,F26,2026,20263,35,True
Health & Wellness,Winter 2027,0,0.0,W27,2027,20270,1,True
Health Insurance,Winter 2021,1,0.298,W21,2021,20210,336,False
Health Insurance,Summer 2021,3,0.767,S21,2021,20212,391,False
Health Insurance,Winter 2022,0,0.0,W22,2022,20220,398,False
Health Insurance,Summer 2022,0,0.0,S22,2022,20222,234,False
Health Insurance,Winter 2023,2,0.73,W23,2023,20230,274,False
Health Insurance,Summer 2023,5,2.273,S23,2023,20232,220,False
Health Insurance,Winter 2024,1,0.403,W24,2024,20240,248,False
Health Insurance,Summer 2024,1,0.403,S24,2024,20242,248,False
Health Insurance,Fall 2024,0,0.0,F24,2024,20243,94,False
Health Insurance,Winter 2025,1,0.602,W25,2025,20250,166,False
Health Insurance,Spring 2025,0,0.0,X25,2025,20251,143,False
Health Insurance,Summer 2025,0,0.0,S25,2025,20252,166,False
Health Insurance,Fall 2025,2,1.37,F25,2025,20253,146,False
Health Insurance,Winter 2026,0,0.0,W26,2026,20260,199,False
Health Insurance,Spring 2026,0,0.0,X26,2026,20261,195,False
Health Insurance,Summer 2026,2,0.851,S26,2026,20262,235,False
Health Insurance,Fall 2026,0,0.0,F26,2026,20263,35,True
Health Insurance,Winter 2027,0,0.0,W27,2027,20270,1,True
Health Tech,Winter 2021,8,2.381,W21,2021,20210,336,False
Health Tech,Summer 2021,9,2.302,S21,2021,20212,391,False
Health Tech,Winter 2022,12,3.015,W22,2022,20220,398,False
Health Tech,Summer 2022,8,3.419,S22,2022,20222,234,False
Health Tech,Winter 2023,10,3.65,W23,2023,20230,274,False
Health Tech,Summer 2023,12,5.455,S23,2023,20232,220,False
Health Tech,Winter 2024,6,2.419,W24,2024,20240,248,False
Health Tech,Summer 2024,6,2.419,S24,2024,20242,248,False
Health Tech,Fall 2024,4,4.255,F24,2024,20243,94,False
Health Tech,Winter 2025,7,4.217,W25,2025,20250,166,False
Health Tech,Spring 2025,3,2.098,X25,2025,20251,143,False
Health Tech,Summer 2025,0,0.0,S25,2025,20252,166,False
Health Tech,Fall 2025,7,4.795,F25,2025,20253,146,False
Health Tech,Winter 2026,0,0.0,W26,2026,20260,199,False
Health Tech,Spring 2026,0,0.0,X26,2026,20261,195,False
Health Tech,Summer 2026,5,2.128,S26,2026,20262,235,False
Health Tech,Fall 2026,0,0.0,F26,2026,20263,35,True
Health Tech,Winter 2027,0,0.0,W27,2027,20270,1,True
Healthcare,Winter 2021,11,3.274,W21,2021,20210,336,False
Healthcare,Summer 2021,14,3.581,S21,2021,20212,391,False
Healthcare,Winter 2022,19,4.774,W22,2022,20220,398,False
Healthcare,Summer 2022,8,3.419,S22,2022,20222,234,False
Healthcare,Winter 2023,13,4.745,W23,2023,20230,274,False
Healthcare,Summer 2023,20,9.091,S23,2023,20232,220,False
Healthcare,Winter 2024,13,5.242,W24,2024,20240,248,False
Healthcare,Summer 2024,9,3.629,S24,2024,20242,248,False
Healthcare,Fall 2024,5,5.319,F24,2024,20243,94,False
Healthcare,Winter 2025,6,3.614,W25,2025,20250,166,False
Healthcare,Spring 2025,6,4.196,X25,2025,20251,143,False
Healthcare,Summer 2025,1,0.602,S25,2025,20252,166,False
Healthcare,Fall 2025,5,3.425,F25,2025,20253,146,False
Healthcare,Winter 2026,1,0.503,W26,2026,20260,199,False
Healthcare,Spring 2026,1,0.513,X26,2026,20261,195,False
Healthcare,Summer 2026,11,4.681,S26,2026,20262,235,False
Healthcare,Fall 2026,0,0.0,F26,2026,20263,35,True
Healthcare,Winter 2027,0,0.0,W27,2027,20270,1,True
Healthcare IT,Winter 2021,4,1.19,W21,2021,20210,336,False
Healthcare IT,Summer 2021,1,0.256,S21,2021,20212,391,False
Healthcare IT,Winter 2022,2,0.503,W22,2022,20220,398,False
Healthcare IT,Summer 2022,2,0.855,S22,2022,20222,234,False
Healthcare IT,Winter 2023,1,0.365,W23,2023,20230,274,False
Healthcare IT,Summer 2023,9,4.091,S23,2023,20232,220,False
Healthcare IT,Winter 2024,1,0.403,W24,2024,20240,248,False
Healthcare IT,Summer 2024,1,0.403,S24,2024,20242,248,False
Healthcare IT,Fall 2024,2,2.128,F24,2024,20243,94,False
Healthcare IT,Winter 2025,2,1.205,W25,2025,20250,166,False
Healthcare IT,Spring 2025,1,0.699,X25,2025,20251,143,False
Healthcare IT,Summer 2025,2,1.205,S25,2025,20252,166,False
Healthcare IT,Fall 2025,2,1.37,F25,2025,20253,146,False
Healthcare IT,Winter 2026,0,0.0,W26,2026,20260,199,False
Healthcare IT,Spring 2026,1,0.513,X26,2026,20261,195,False
Healthcare IT,Summer 2026,2,0.851,S26,2026,20262,235,False
Healthcare IT,Fall 2026,0,0.0,F26,2026,20263,35,True
Healthcare IT,Winter 2027,0,0.0,W27,2027,20270,1,True
Home Automation,Winter 2021,0,0.0,W21,2021,20210,336,False
Home Automation,Summer 2021,0,0.0,S21,2021,20212,391,False
Home Automation,Winter 2022,0,0.0,W22,2022,20220,398,False
Home Automation,Summer 2022,0,0.0,S22,2022,20222,234,False
Home Automation,Winter 2023,0,0.0,W23,2023,20230,274,False
Home Automation,Summer 2023,1,0.455,S23,2023,20232,220,False
Home Automation,Winter 2024,0,0.0,W24,2024,20240,248,False
Home Automation,Summer 2024,0,0.0,S24,2024,20242,248,False
Home Automation,Fall 2024,0,0.0,F24,2024,20243,94,False
Home Automation,Winter 2025,0,0.0,W25,2025,20250,166,False
Home Automation,Spring 2025,0,0.0,X25,2025,20251,143,False
Home Automation,Summer 2025,0,0.0,S25,2025,20252,166,False
Home Automation,Fall 2025,1,0.685,F25,2025,20253,146,False
Home Automation,Winter 2026,0,0.0,W26,2026,20260,199,False
Home Automation,Spring 2026,0,0.0,X26,2026,20261,195,False
Home Automation,Summer 2026,0,0.0,S26,2026,20262,235,False
Home Automation,Fall 2026,0,0.0,F26,2026,20263,35,True
Home Automation,Winter 2027,0,0.0,W27,2027,20270,1,True
Home Services,Winter 2021,1,0.298,W21,2021,20210,336,False
Home Services,Summer 2021,0,0.0,S21,2021,20212,391,False
Home Services,Winter 2022,1,0.251,W22,2022,20220,398,False
Home Services,Summer 2022,0,0.0,S22,2022,20222,234,False
Home Services,Winter 2023,1,0.365,W23,2023,20230,274,False
Home Services,Summer 2023,1,0.455,S23,2023,20232,220,False
Home Services,Winter 2024,2,0.806,W24,2024,20240,248,False
Home Services,Summer 2024,1,0.403,S24,2024,20242,248,False
Home Services,Fall 2024,0,0.0,F24,2024,20243,94,False
Home Services,Winter 2025,1,0.602,W25,2025,20250,166,False
Home Services,Spring 2025,1,0.699,X25,2025,20251,143,False
Home Services,Summer 2025,0,0.0,S25,2025,20252,166,False
Home Services,Fall 2025,1,0.685,F25,2025,20253,146,False
Home Services,Winter 2026,0,0.0,W26,2026,20260,199,False
Home Services,Spring 2026,1,0.513,X26,2026,20261,195,False
Home Services,Summer 2026,3,1.277,S26,2026,20262,235,False
Home Services,Fall 2026,0,0.0,F26,2026,20263,35,True
Home Services,Winter 2027,0,0.0,W27,2027,20270,1,True
Housing,Winter 2021,2,0.595,W21,2021,20210,336,False
Housing,Summer 2021,1,0.256,S21,2021,20212,391,False
Housing,Winter 2022,0,0.0,W22,2022,20220,398,False
Housing,Summer 2022,1,0.427,S22,2022,20222,234,False
Housing,Winter 2023,0,0.0,W23,2023,20230,274,False
Housing,Summer 2023,0,0.0,S23,2023,20232,220,False
Housing,Winter 2024,0,0.0,W24,2024,20240,248,False
Housing,Summer 2024,1,0.403,S24,2024,20242,248,False
Housing,Fall 2024,0,0.0,F24,2024,20243,94,False
Housing,Winter 2025,1,0.602,W25,2025,20250,166,False
Housing,Spring 2025,0,0.0,X25,2025,20251,143,False
Housing,Summer 2025,0,0.0,S25,2025,20252,166,False
Housing,Fall 2025,0,0.0,F25,2025,20253,146,False
Housing,Winter 2026,0,0.0,W26,2026,20260,199,False
Housing,Spring 2026,0,0.0,X26,2026,20261,195,False
Housing,Summer 2026,1,0.426,S26,2026,20262,235,False
Housing,Fall 2026,0,0.0,F26,2026,20263,35,True
Housing,Winter 2027,0,0.0,W27,2027,20270,1,True
Human Resources,Winter 2021,3,0.893,W21,2021,20210,336,False
Human Resources,Summer 2021,1,0.256,S21,2021,20212,391,False
Human Resources,Winter 2022,2,0.503,W22,2022,20220,398,False
Human Resources,Summer 2022,2,0.855,S22,2022,20222,234,False
Human Resources,Winter 2023,0,0.0,W23,2023,20230,274,False
Human Resources,Summer 2023,0,0.0,S23,2023,20232,220,False
Human Resources,Winter 2024,0,0.0,W24,2024,20240,248,False
Human Resources,Summer 2024,2,0.806,S24,2024,20242,248,False
Human Resources,Fall 2024,0,0.0,F24,2024,20243,94,False
Human Resources,Winter 2025,0,0.0,W25,2025,20250,166,False
Human Resources,Spring 2025,0,0.0,X25,2025,20251,143,False
Human Resources,Summer 2025,0,0.0,S25,2025,20252,166,False
Human Resources,Fall 2025,0,0.0,F25,2025,20253,146,False
Human Resources,Winter 2026,0,0.0,W26,2026,20260,199,False
Human Resources,Spring 2026,1,0.513,X26,2026,20261,195,False
Human Resources,Summer 2026,0,0.0,S26,2026,20262,235,False
Human Resources,Fall 2026,1,2.857,F26,2026,20263,35,True
Human Resources,Winter 2027,0,0.0,W27,2027,20270,1,True
Hydrogen Energy,Winter 2021,0,0.0,W21,2021,20210,336,False
Hydrogen Energy,Summer 2021,0,0.0,S21,2021,20212,391,False
Hydrogen Energy,Winter 2022,2,0.503,W22,2022,20220,398,False
Hydrogen Energy,Summer 2022,0,0.0,S22,2022,20222,234,False
Hydrogen Energy,Winter 2023,1,0.365,W23,2023,20230,274,False
Hydrogen Energy,Summer 2023,1,0.455,S23,2023,20232,220,False
Hydrogen Energy,Winter 2024,0,0.0,W24,2024,20240,248,False
Hydrogen Energy,Summer 2024,0,0.0,S24,2024,20242,248,False
Hydrogen Energy,Fall 2024,0,0.0,F24,2024,20243,94,False
Hydrogen Energy,Winter 2025,0,0.0,W25,2025,20250,166,False
Hydrogen Energy,Spring 2025,0,0.0,X25,2025,20251,143,False
Hydrogen Energy,Summer 2025,0,0.0,S25,2025,20252,166,False
