subindustry,batch,count,share_pct,batch_code,year,batch_order,total_companies,is_partial_batch
Healthcare -> Healthcare IT,Winter 2021,13,3.869,W21,2021,20210,336,False
Healthcare -> Healthcare IT,Summer 2021,3,0.767,S21,2021,20212,391,False
Healthcare -> Healthcare IT,Winter 2022,6,1.508,W22,2022,20220,398,False
Healthcare -> Healthcare IT,Summer 2022,7,2.991,S22,2022,20222,234,False
Healthcare -> Healthcare IT,Winter 2023,6,2.19,W23,2023,20230,274,False
Healthcare -> Healthcare IT,Summer 2023,9,4.091,S23,2023,20232,220,False
Healthcare -> Healthcare IT,Winter 2024,9,3.629,W24,2024,20240,248,False
Healthcare -> Healthcare IT,Summer 2024,7,2.823,S24,2024,20242,248,False
Healthcare -> Healthcare IT,Fall 2024,2,2.128,F24,2024,20243,94,False
Healthcare -> Healthcare IT,Winter 2025,4,2.41,W25,2025,20250,166,False
Healthcare -> Healthcare IT,Spring 2025,4,2.797,X25,2025,20251,143,False
Healthcare -> Healthcare IT,Summer 2025,5,3.012,S25,2025,20252,166,False
Healthcare -> Healthcare IT,Fall 2025,2,1.37,F25,2025,20253,146,False
Healthcare -> Healthcare IT,Winter 2026,4,2.01,W26,2026,20260,199,False
Healthcare -> Healthcare IT,Spring 2026,1,0.513,X26,2026,20261,195,False
Healthcare -> Healthcare IT,Summer 2026,1,0.426,S26,2026,20262,235,False
Healthcare -> Healthcare IT,Fall 2026,0,0.0,F26,2026,20263,35,True
Healthcare -> Healthcare IT,Winter 2027,0,0.0,W27,2027,20270,1,True
Healthcare -> Healthcare Services,Winter 2021,3,0.893,W21,2021,20210,336,False
Healthcare -> Healthcare Services,Summer 2021,3,0.767,S21,2021,20212,391,False
Healthcare -> Healthcare Services,Winter 2022,8,2.01,W22,2022,20220,398,False
Healthcare -> Healthcare Services,Summer 2022,1,0.427,S22,2022,20222,234,False
Healthcare -> Healthcare Services,Winter 2023,2,0.73,W23,2023,20230,274,False
Healthcare -> Healthcare Services,Summer 2023,3,1.364,S23,2023,20232,220,False
Healthcare -> Healthcare Services,Winter 2024,1,0.403,W24,2024,20240,248,False
Healthcare -> Healthcare Services,Summer 2024,1,0.403,S24,2024,20242,248,False
Healthcare -> Healthcare Services,Fall 2024,0,0.0,F24,2024,20243,94,False
Healthcare -> Healthcare Services,Winter 2025,1,0.602,W25,2025,20250,166,False
Healthcare -> Healthcare Services,Spring 2025,2,1.399,X25,2025,20251,143,False
Healthcare -> Healthcare Services,Summer 2025,0,0.0,S25,2025,20252,166,False
Healthcare -> Healthcare Services,Fall 2025,0,0.0,F25,2025,20253,146,False
Healthcare -> Healthcare Services,Winter 2026,2,1.005,W26,2026,20260,199,False
Healthcare -> Healthcare Services,Spring 2026,4,2.051,X26,2026,20261,195,False
Healthcare -> Healthcare Services,Summer 2026,2,0.851,S26,2026,20262,235,False
Healthcare -> Healthcare Services,Fall 2026,0,0.0,F26,2026,20263,35,True
Healthcare -> Healthcare Services,Winter 2027,0,0.0,W27,2027,20270,1,True
Healthcare -> Industrial Bio,Winter 2021,2,0.595,W21,2021,20210,336,False
Healthcare -> Industrial Bio,Summer 2021,1,0.256,S21,2021,20212,391,False
Healthcare -> Industrial Bio,Winter 2022,2,0.503,W22,2022,20220,398,False
Healthcare -> Industrial Bio,Summer 2022,0,0.0,S22,2022,20222,234,False
Healthcare -> Industrial Bio,Winter 2023,1,0.365,W23,2023,20230,274,False
Healthcare -> Industrial Bio,Summer 2023,0,0.0,S23,2023,20232,220,False
Healthcare -> Industrial Bio,Winter 2024,0,0.0,W24,2024,20240,248,False
Healthcare -> Industrial Bio,Summer 2024,2,0.806,S24,2024,20242,248,False
Healthcare -> Industrial Bio,Fall 2024,0,0.0,F24,2024,20243,94,False
Healthcare -> Industrial Bio,Winter 2025,0,0.0,W25,2025,20250,166,False
Healthcare -> Industrial Bio,Spring 2025,0,0.0,X25,2025,20251,143,False
Healthcare -> Industrial Bio,Summer 2025,1,0.602,S25,2025,20252,166,False
Healthcare -> Industrial Bio,Fall 2025,0,0.0,F25,2025,20253,146,False
Healthcare -> Industrial Bio,Winter 2026,0,0.0,W26,2026,20260,199,False
Healthcare -> Industrial Bio,Spring 2026,1,0.513,X26,2026,20261,195,False
Healthcare -> Industrial Bio,Summer 2026,0,0.0,S26,2026,20262,235,False
Healthcare -> Industrial Bio,Fall 2026,0,0.0,F26,2026,20263,35,True
Healthcare -> Industrial Bio,Winter 2027,0,0.0,W27,2027,20270,1,True
Healthcare -> Medical Devices,Winter 2021,3,0.893,W21,2021,20210,336,False
Healthcare -> Medical Devices,Summer 2021,8,2.046,S21,2021,20212,391,False
Healthcare -> Medical Devices,Winter 2022,6,1.508,W22,2022,20220,398,False
Healthcare -> Medical Devices,Summer 2022,1,0.427,S22,2022,20222,234,False
Healthcare -> Medical Devices,Winter 2023,0,0.0,W23,2023,20230,274,False
Healthcare -> Medical Devices,Summer 2023,2,0.909,S23,2023,20232,220,False
Healthcare -> Medical Devices,Winter 2024,1,0.403,W24,2024,20240,248,False
Healthcare -> Medical Devices,Summer 2024,0,0.0,S24,2024,20242,248,False
Healthcare -> Medical Devices,Fall 2024,0,0.0,F24,2024,20243,94,False
Healthcare -> Medical Devices,Winter 2025,0,0.0,W25,2025,20250,166,False
Healthcare -> Medical Devices,Spring 2025,0,0.0,X25,2025,20251,143,False
Healthcare -> Medical Devices,Summer 2025,0,0.0,S25,2025,20252,166,False
Healthcare -> Medical Devices,Fall 2025,0,0.0,F25,2025,20253,146,False
Healthcare -> Medical Devices,Winter 2026,0,0.0,W26,2026,20260,199,False
Healthcare -> Medical Devices,Spring 2026,1,0.513,X26,2026,20261,195,False
Healthcare -> Medical Devices,Summer 2026,0,0.0,S26,2026,20262,235,False
Healthcare -> Medical Devices,Fall 2026,0,0.0,F26,2026,20263,35,True
Healthcare -> Medical Devices,Winter 2027,0,0.0,W27,2027,20270,1,True
Healthcare -> Therapeutics,Winter 2021,6,1.786,W21,2021,20210,336,False
Healthcare -> Therapeutics,Summer 2021,6,1.535,S21,2021,20212,391,False
Healthcare -> Therapeutics,Winter 2022,3,0.754,W22,2022,20220,398,False
Healthcare -> Therapeutics,Summer 2022,5,2.137,S22,2022,20222,234,False
Healthcare -> Therapeutics,Winter 2023,1,0.365,W23,2023,20230,274,False
Healthcare -> Therapeutics,Summer 2023,0,0.0,S23,2023,20232,220,False
Healthcare -> Therapeutics,Winter 2024,6,2.419,W24,2024,20240,248,False
Healthcare -> Therapeutics,Summer 2024,2,0.806,S24,2024,20242,248,False
Healthcare -> Therapeutics,Fall 2024,0,0.0,F24,2024,20243,94,False
Healthcare -> Therapeutics,Winter 2025,2,1.205,W25,2025,20250,166,False
Healthcare -> Therapeutics,Spring 2025,0,0.0,X25,2025,20251,143,False
Healthcare -> Therapeutics,Summer 2025,1,0.602,S25,2025,20252,166,False
Healthcare -> Therapeutics,Fall 2025,0,0.0,F25,2025,20253,146,False
Healthcare -> Therapeutics,Winter 2026,0,0.0,W26,2026,20260,199,False
Healthcare -> Therapeutics,Spring 2026,1,0.513,X26,2026,20261,195,False
Healthcare -> Therapeutics,Summer 2026,1,0.426,S26,2026,20262,235,False
Healthcare -> Therapeutics,Fall 2026,0,0.0,F26,2026,20263,35,True
Healthcare -> Therapeutics,Winter 2027,0,0.0,W27,2027,20270,1,True
Industrials,Winter 2021,1,0.298,W21,2021,20210,336,False
Industrials,Summer 2021,0,0.0,S21,2021,20212,391,False
Industrials,Winter 2022,2,0.503,W22,2022,20220,398,False
Industrials,Summer 2022,1,0.427,S22,2022,20222,234,False
Industrials,Winter 2023,3,1.095,W23,2023,20230,274,False
Industrials,Summer 2023,1,0.455,S23,2023,20232,220,False
Industrials,Winter 2024,0,0.0,W24,2024,20240,248,False
Industrials,Summer 2024,5,2.016,S24,2024,20242,248,False
Industrials,Fall 2024,0,0.0,F24,2024,20243,94,False
Industrials,Winter 2025,2,1.205,W25,2025,20250,166,False
Industrials,Spring 2025,2,1.399,X25,2025,20251,143,False
Industrials,Summer 2025,3,1.807,S25,2025,20252,166,False
Industrials,Fall 2025,0,0.0,F25,2025,20253,146,False
Industrials,Winter 2026,6,3.015,W26,2026,20260,199,False
Industrials,Spring 2026,1,0.513,X26,2026,20261,195,False
Industrials,Summer 2026,14,5.957,S26,2026,20262,235,False
Industrials,Fall 2026,0,0.0,F26,2026,20263,35,True
Industrials,Winter 2027,0,0.0,W27,2027,20270,1,True
Industrials -> Agriculture,Winter 2021,0,0.0,W21,2021,20210,336,False
Industrials -> Agriculture,Summer 2021,2,0.512,S21,2021,20212,391,False
Industrials -> Agriculture,Winter 2022,1,0.251,W22,2022,20220,398,False
Industrials -> Agriculture,Summer 2022,0,0.0,S22,2022,20222,234,False
Industrials -> Agriculture,Winter 2023,0,0.0,W23,2023,20230,274,False
Industrials -> Agriculture,Summer 2023,2,0.909,S23,2023,20232,220,False
Industrials -> Agriculture,Winter 2024,0,0.0,W24,2024,20240,248,False
Industrials -> Agriculture,Summer 2024,0,0.0,S24,2024,20242,248,False
Industrials -> Agriculture,Fall 2024,0,0.0,F24,2024,20243,94,False
Industrials -> Agriculture,Winter 2025,2,1.205,W25,2025,20250,166,False
Industrials -> Agriculture,Spring 2025,0,0.0,X25,2025,20251,143,False
Industrials -> Agriculture,Summer 2025,1,0.602,S25,2025,20252,166,False
Industrials -> Agriculture,Fall 2025,0,0.0,F25,2025,20253,146,False
Industrials -> Agriculture,Winter 2026,1,0.503,W26,2026,20260,199,False
Industrials -> Agriculture,Spring 2026,0,0.0,X26,2026,20261,195,False
Industrials -> Agriculture,Summer 2026,1,0.426,S26,2026,20262,235,False
Industrials -> Agriculture,Fall 2026,0,0.0,F26,2026,20263,35,True
Industrials -> Agriculture,Winter 2027,0,0.0,W27,2027,20270,1,True
Industrials -> Automotive,Winter 2021,2,0.595,W21,2021,20210,336,False
Industrials -> Automotive,Summer 2021,1,0.256,S21,2021,20212,391,False
Industrials -> Automotive,Winter 2022,2,0.503,W22,2022,20220,398,False
Industrials -> Automotive,Summer 2022,0,0.0,S22,2022,20222,234,False
Industrials -> Automotive,Winter 2023,0,0.0,W23,2023,20230,274,False
Industrials -> Automotive,Summer 2023,0,0.0,S23,2023,20232,220,False
Industrials -> Automotive,Winter 2024,0,0.0,W24,2024,20240,248,False
Industrials -> Automotive,Summer 2024,0,0.0,S24,2024,20242,248,False
Industrials -> Automotive,Fall 2024,1,1.064,F24,2024,20243,94,False
Industrials -> Automotive,Winter 2025,0,0.0,W25,2025,20250,166,False
Industrials -> Automotive,Spring 2025,0,0.0,X25,2025,20251,143,False
Industrials -> Automotive,Summer 2025,1,0.602,S25,2025,20252,166,False
Industrials -> Automotive,Fall 2025,0,0.0,F25,2025,20253,146,False
Industrials -> Automotive,Winter 2026,0,0.0,W26,2026,20260,199,False
Industrials -> Automotive,Spring 2026,0,0.0,X26,2026,20261,195,False
Industrials -> Automotive,Summer 2026,0,0.0,S26,2026,20262,235,False
Industrials -> Automotive,Fall 2026,0,0.0,F26,2026,20263,35,True
Industrials -> Automotive,Winter 2027,0,0.0,W27,2027,20270,1,True
Industrials -> Aviation and Space,Winter 2021,6,1.786,W21,2021,20210,336,False
Industrials -> Aviation and Space,Summer 2021,5,1.279,S21,2021,20212,391,False
Industrials -> Aviation and Space,Winter 2022,3,0.754,W22,2022,20220,398,False
Industrials -> Aviation and Space,Summer 2022,4,1.709,S22,2022,20222,234,False
Industrials -> Aviation and Space,Winter 2023,2,0.73,W23,2023,20230,274,False
Industrials -> Aviation and Space,Summer 2023,1,0.455,S23,2023,20232,220,False
Industrials -> Aviation and Space,Winter 2024,4,1.613,W24,2024,20240,248,False
Industrials -> Aviation and Space,Summer 2024,3,1.21,S24,2024,20242,248,False
Industrials -> Aviation and Space,Fall 2024,3,3.191,F24,2024,20243,94,False
Industrials -> Aviation and Space,Winter 2025,4,2.41,W25,2025,20250,166,False
Industrials -> Aviation and Space,Spring 2025,2,1.399,X25,2025,20251,143,False
Industrials -> Aviation and Space,Summer 2025,0,0.0,S25,2025,20252,166,False
Industrials -> Aviation and Space,Fall 2025,1,0.685,F25,2025,20253,146,False
Industrials -> Aviation and Space,Winter 2026,4,2.01,W26,2026,20260,199,False
Industrials -> Aviation and Space,Spring 2026,2,1.026,X26,2026,20261,195,False
Industrials -> Aviation and Space,Summer 2026,3,1.277,S26,2026,20262,235,False
Industrials -> Aviation and Space,Fall 2026,1,2.857,F26,2026,20263,35,True
Industrials -> Aviation and Space,Winter 2027,0,0.0,W27,2027,20270,1,True
Industrials -> Climate,Winter 2021,3,0.893,W21,2021,20210,336,False
Industrials -> Climate,Summer 2021,5,1.279,S21,2021,20212,391,False
Industrials -> Climate,Winter 2022,10,2.513,W22,2022,20220,398,False
Industrials -> Climate,Summer 2022,5,2.137,S22,2022,20222,234,False
Industrials -> Climate,Winter 2023,0,0.0,W23,2023,20230,274,False
Industrials -> Climate,Summer 2023,1,0.455,S23,2023,20232,220,False
Industrials -> Climate,Winter 2024,0,0.0,W24,2024,20240,248,False
Industrials -> Climate,Summer 2024,4,1.613,S24,2024,20242,248,False
Industrials -> Climate,Fall 2024,0,0.0,F24,2024,20243,94,False
Industrials -> Climate,Winter 2025,0,0.0,W25,2025,20250,166,False
Industrials -> Climate,Spring 2025,1,0.699,X25,2025,20251,143,False
Industrials -> Climate,Summer 2025,0,0.0,S25,2025,20252,166,False
Industrials -> Climate,Fall 2025,0,0.0,F25,2025,20253,146,False
Industrials -> Climate,Winter 2026,1,0.503,W26,2026,20260,199,False
Industrials -> Climate,Spring 2026,0,0.0,X26,2026,20261,195,False
Industrials -> Climate,Summer 2026,2,0.851,S26,2026,20262,235,False
Industrials -> Climate,Fall 2026,0,0.0,F26,2026,20263,35,True
Industrials -> Climate,Winter 2027,0,0.0,W27,2027,20270,1,True
Industrials -> Defense,Winter 2021,1,0.298,W21,2021,20210,336,False
Industrials -> Defense,Summer 2021,0,0.0,S21,2021,20212,391,False
Industrials -> Defense,Winter 2022,0,0.0,W22,2022,20220,398,False
Industrials -> Defense,Summer 2022,0,0.0,S22,2022,20222,234,False
Industrials -> Defense,Winter 2023,0,0.0,W23,2023,20230,274,False
Industrials -> Defense,Summer 2023,0,0.0,S23,2023,20232,220,False
Industrials -> Defense,Winter 2024,1,0.403,W24,2024,20240,248,False
Industrials -> Defense,Summer 2024,0,0.0,S24,2024,20242,248,False
Industrials -> Defense,Fall 2024,0,0.0,F24,2024,20243,94,False
Industrials -> Defense,Winter 2025,1,0.602,W25,2025,20250,166,False
Industrials -> Defense,Spring 2025,0,0.0,X25,2025,20251,143,False
Industrials -> Defense,Summer 2025,2,1.205,S25,2025,20252,166,False
Industrials -> Defense,Fall 2025,2,1.37,F25,2025,20253,146,False
Industrials -> Defense,Winter 2026,2,1.005,W26,2026,20260,199,False
Industrials -> Defense,Spring 2026,6,3.077,X26,2026,20261,195,False
Industrials -> Defense,Summer 2026,9,3.83,S26,2026,20262,235,False
Industrials -> Defense,Fall 2026,0,0.0,F26,2026,20263,35,True
Industrials -> Defense,Winter 2027,0,0.0,W27,2027,20270,1,True
Industrials -> Drones,Winter 2021,0,0.0,W21,2021,20210,336,False
Industrials -> Drones,Summer 2021,2,0.512,S21,2021,20212,391,False
Industrials -> Drones,Winter 2022,1,0.251,W22,2022,20220,398,False
Industrials -> Drones,Summer 2022,0,0.0,S22,2022,20222,234,False
Industrials -> Drones,Winter 2023,0,0.0,W23,2023,20230,274,False
Industrials -> Drones,Summer 2023,0,0.0,S23,2023,20232,220,False
Industrials -> Drones,Winter 2024,0,0.0,W24,2024,20240,248,False
Industrials -> Drones,Summer 2024,2,0.806,S24,2024,20242,248,False
Industrials -> Drones,Fall 2024,0,0.0,F24,2024,20243,94,False
Industrials -> Drones,Winter 2025,1,0.602,W25,2025,20250,166,False
Industrials -> Drones,Spring 2025,0,0.0,X25,2025,20251,143,False
Industrials -> Drones,Summer 2025,0,0.0,S25,2025,20252,166,False
Industrials -> Drones,Fall 2025,0,0.0,F25,2025,20253,146,False
Industrials -> Drones,Winter 2026,2,1.005,W26,2026,20260,199,False
Industrials -> Drones,Spring 2026,1,0.513,X26,2026,20261,195,False
Industrials -> Drones,Summer 2026,0,0.0,S26,2026,20262,235,False
Industrials -> Drones,Fall 2026,1,2.857,F26,2026,20263,35,True
Industrials -> Drones,Winter 2027,0,0.0,W27,2027,20270,1,True
Industrials -> Energy,Winter 2021,5,1.488,W21,2021,20210,336,False
Industrials -> Energy,Summer 2021,3,0.767,S21,2021,20212,391,False
Industrials -> Energy,Winter 2022,2,0.503,W22,2022,20220,398,False
Industrials -> Energy,Summer 2022,2,0.855,S22,2022,20222,234,False
Industrials -> Energy,Winter 2023,1,0.365,W23,2023,20230,274,False
Industrials -> Energy,Summer 2023,1,0.455,S23,2023,20232,220,False
Industrials -> Energy,Winter 2024,1,0.403,W24,2024,20240,248,False
Industrials -> Energy,Summer 2024,2,0.806,S24,2024,20242,248,False
Industrials -> Energy,Fall 2024,0,0.0,F24,2024,20243,94,False
Industrials -> Energy,Winter 2025,2,1.205,W25,2025,20250,166,False
Industrials -> Energy,Spring 2025,1,0.699,X25,2025,20251,143,False
Industrials -> Energy,Summer 2025,0,0.0,S25,2025,20252,166,False
Industrials -> Energy,Fall 2025,1,0.685,F25,2025,20253,146,False
Industrials -> Energy,Winter 2026,6,3.015,W26,2026,20260,199,False
Industrials -> Energy,Spring 2026,2,1.026,X26,2026,20261,195,False
Industrials -> Energy,Summer 2026,3,1.277,S26,2026,20262,235,False
Industrials -> Energy,Fall 2026,1,2.857,F26,2026,20263,35,True
Industrials -> Energy,Winter 2027,0,0.0,W27,2027,20270,1,True
Industrials -> Manufacturing and Robotics,Winter 2021,5,1.488,W21,2021,20210,336,False
Industrials -> Manufacturing and Robotics,Summer 2021,2,0.512,S21,2021,20212,391,False
Industrials -> Manufacturing and Robotics,Winter 2022,3,0.754,W22,2022,20220,398,False
Industrials -> Manufacturing and Robotics,Summer 2022,2,0.855,S22,2022,20222,234,False
Industrials -> Manufacturing and Robotics,Winter 2023,0,0.0,W23,2023,20230,274,False
Industrials -> Manufacturing and Robotics,Summer 2023,0,0.0,S23,2023,20232,220,False
Industrials -> Manufacturing and Robotics,Winter 2024,4,1.613,W24,2024,20240,248,False
Industrials -> Manufacturing and Robotics,Summer 2024,9,3.629,S24,2024,20242,248,False
Industrials -> Manufacturing and Robotics,Fall 2024,1,1.064,F24,2024,20243,94,False
Industrials -> Manufacturing and Robotics,Winter 2025,7,4.217,W25,2025,20250,166,False
Industrials -> Manufacturing and Robotics,Spring 2025,9,6.294,X25,2025,20251,143,False
Industrials -> Manufacturing and Robotics,Summer 2025,7,4.217,S25,2025,20252,166,False
Industrials -> Manufacturing and Robotics,Fall 2025,10,6.849,F25,2025,20253,146,False
Industrials -> Manufacturing and Robotics,Winter 2026,6,3.015,W26,2026,20260,199,False
Industrials -> Manufacturing and Robotics,Spring 2026,13,6.667,X26,2026,20261,195,False
Industrials -> Manufacturing and Robotics,Summer 2026,24,10.213,S26,2026,20262,235,False
Industrials -> Manufacturing and Robotics,Fall 2026,5,14.286,F26,2026,20263,35,True
Industrials -> Manufacturing and Robotics,Winter 2027,0,0.0,W27,2027,20270,1,True
Real Estate and Construction,Winter 2021,0,0.0,W21,2021,20210,336,False
Real Estate and Construction,Summer 2021,0,0.0,S21,2021,20212,391,False
Real Estate and Construction,Winter 2022,4,1.005,W22,2022,20220,398,False
Real Estate and Construction,Summer 2022,3,1.282,S22,2022,20222,234,False
Real Estate and Construction,Winter 2023,2,0.73,W23,2023,20230,274,False
Real Estate and Construction,Summer 2023,2,0.909,S23,2023,20232,220,False
Real Estate and Construction,Winter 2024,0,0.0,W24,2024,20240,248,False
Real Estate and Construction,Summer 2024,2,0.806,S24,2024,20242,248,False
Real Estate and Construction,Fall 2024,1,1.064,F24,2024,20243,94,False
Real Estate and Construction,Winter 2025,0,0.0,W25,2025,20250,166,False
Real Estate and Construction,Spring 2025,0,0.0,X25,2025,20251,143,False
Real Estate and Construction,Summer 2025,3,1.807,S25,2025,20252,166,False
Real Estate and Construction,Fall 2025,0,0.0,F25,2025,20253,146,False
Real Estate and Construction,Winter 2026,2,1.005,W26,2026,20260,199,False
Real Estate and Construction,Spring 2026,2,1.026,X26,2026,20261,195,False
Real Estate and Construction,Summer 2026,0,0.0,S26,2026,20262,235,False
Real Estate and Construction,Fall 2026,0,0.0,F26,2026,20263,35,True
Real Estate and Construction,Winter 2027,0,0.0,W27,2027,20270,1,True
Real Estate and Construction -> Construction,Winter 2021,2,0.595,W21,2021,20210,336,False
Real Estate and Construction -> Construction,Summer 2021,4,1.023,S21,2021,20212,391,False
Real Estate and Construction -> Construction,Winter 2022,4,1.005,W22,2022,20220,398,False
Real Estate and Construction -> Construction,Summer 2022,2,0.855,S22,2022,20222,234,False
Real Estate and Construction -> Construction,Winter 2023,1,0.365,W23,2023,20230,274,False
Real Estate and Construction -> Construction,Summer 2023,3,1.364,S23,2023,20232,220,False
Real Estate and Construction -> Construction,Winter 2024,2,0.806,W24,2024,20240,248,False
Real Estate and Construction -> Construction,Summer 2024,0,0.0,S24,2024,20242,248,False
Real Estate and Construction -> Construction,Fall 2024,3,3.191,F24,2024,20243,94,False
Real Estate and Construction -> Construction,Winter 2025,2,1.205,W25,2025,20250,166,False
Real Estate and Construction -> Construction,Spring 2025,1,0.699,X25,2025,20251,143,False
Real Estate and Construction -> Construction,Summer 2025,0,0.0,S25,2025,20252,166,False
Real Estate and Construction -> Construction,Fall 2025,2,1.37,F25,2025,20253,146,False
Real Estate and Construction -> Construction,Winter 2026,1,0.503,W26,2026,20260,199,False
Real Estate and Construction -> Construction,Spring 2026,2,1.026,X26,2026,20261,195,False
Real Estate and Construction -> Construction,Summer 2026,3,1.277,S26,2026,20262,235,False
Real Estate and Construction -> Construction,Fall 2026,0,0.0,F26,2026,20263,35,True
Real Estate and Construction -> Construction,Winter 2027,0,0.0,W27,2027,20270,1,True
Real Estate and Construction -> Housing and Real Estate,Winter 2021,4,1.19,W21,2021,20210,336,False
Real Estate and Construction -> Housing and Real Estate,Summer 2021,4,1.023,S21,2021,20212,391,False
Real Estate and Construction -> Housing and Real Estate,Winter 2022,6,1.508,W22,2022,20220,398,False
Real Estate and Construction -> Housing and Real Estate,Summer 2022,4,1.709,S22,2022,20222,234,False
Real Estate and Construction -> Housing and Real Estate,Winter 2023,1,0.365,W23,2023,20230,274,False
Real Estate and Construction -> Housing and Real Estate,Summer 2023,1,0.455,S23,2023,20232,220,False
Real Estate and Construction -> Housing and Real Estate,Winter 2024,1,0.403,W24,2024,20240,248,False
Real Estate and Construction -> Housing and Real Estate,Summer 2024,2,0.806,S24,2024,20242,248,False
Real Estate and Construction -> Housing and Real Estate,Fall 2024,0,0.0,F24,2024,20243,94,False
Real Estate and Construction -> Housing and Real Estate,Winter 2025,0,0.0,W25,2025,20250,166,False
Real Estate and Construction -> Housing and Real Estate,Spring 2025,0,0.0,X25,2025,20251,143,False
Real Estate and Construction -> Housing and Real Estate,Summer 2025,1,0.602,S25,2025,20252,166,False
Real Estate and Construction -> Housing and Real Estate,Fall 2025,3,2.055,F25,2025,20253,146,False
Real Estate and Construction -> Housing and Real Estate,Winter 2026,0,0.0,W26,2026,20260,199,False
Real Estate and Construction -> Housing and Real Estate,Spring 2026,0,0.0,X26,2026,20261,195,False
Real Estate and Construction -> Housing and Real Estate,Summer 2026,3,1.277,S26,2026,20262,235,False
Real Estate and Construction -> Housing and Real Estate,Fall 2026,0,0.0,F26,2026,20263,35,True
Real Estate and Construction -> Housing and Real Estate,Winter 2027,0,0.0,W27,2027,20270,1,True
