label_type,label,era,edition_label,edition_order,requests_mentioning,mentions,in_title_any,batches_before,share_before_pct,batches_after,share_after_pct,pp_change_after_minus_before
tag,Enterprise,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,2.8,Spring 2025|Summer 2025,1.302,-1.498
tag,Enterprise,seasonal,Fall 2025,20253,1,4,True,Spring 2025|Summer 2025,1.302,Fall 2025|Summer 2026,1.962,0.66
tag,Enterprise,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,1.288,Summer 2026,2.553,1.265
tag,Enterprise Software,consolidated,September 2014,20142,1,4,True,,,Winter 2021|Summer 2021,1.107,
tag,Enterprise Software,consolidated,August 2015,20152,1,4,True,,,Winter 2021|Summer 2021,1.107,
tag,Enterprise Software,consolidated,September 2016,20162,1,4,True,,,Winter 2021|Summer 2021,1.107,
tag,Enterprise Software,consolidated,March 2018,20180,1,4,True,,,Winter 2021|Summer 2021,1.107,
tag,Enterprise Software,consolidated,April 2020,20201,1,4,True,,,Winter 2021|Summer 2021,1.107,
tag,Enterprise Software,consolidated,undated version first captured 2022-03-02,20220,1,4,True,Winter 2021|Summer 2021,1.107,Winter 2022|Summer 2022,2.325,1.218
tag,Enterprise Software,consolidated,undated version first captured 2022-07-01,20222,1,4,True,Summer 2021|Winter 2022,1.768,Summer 2022|Winter 2023,2.529,0.761
tag,Enterprise Software,seasonal,Summer 2024,20242,2,7,True,Summer 2023|Winter 2024,4.341,Summer 2024|Fall 2024,4.675,0.334
tag,Enterprise Software,seasonal,Fall 2025,20253,1,4,True,Spring 2025|Summer 2025,5.159,Fall 2025|Summer 2026,4.006,-1.153
tag,Enterprise Software,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,3.739,Summer 2026,5.957,2.218
tag,Entertainment,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,0.405,
tag,Entertainment,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,0.405,
tag,Entertainment,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,0.405,Winter 2022|Summer 2022,1.093,0.688
tag,Entertainment,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,1.135,Summer 2022|Winter 2023,0.579,-0.556
tag,Entertainment,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,0.0,Fall 2025|Summer 2026,1.111,1.111
tag,Feedback,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.202,Summer 2024|Fall 2024,0.605,0.403
tag,Feedback,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,0.0,Fall 2025|Summer 2026,0.0,0.0
tag,Feedback,seasonal,Spring 2026,20261,1,2,False,Summer 2025|Fall 2025,0.0,Summer 2026,0.0,0.0
tag,Finance,seasonal,Summer 2024,20242,1,4,True,Summer 2023|Winter 2024,2.144,Summer 2024|Fall 2024,3.813,1.669
tag,Finance,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,3.813,Winter 2025|Spring 2025,1.554,-2.259
tag,Finance,seasonal,Summer 2025,20252,1,2,True,Winter 2025|Spring 2025,1.554,Summer 2025|Fall 2025,2.315,0.761
tag,Finance,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,2.315,Summer 2026,4.681,2.366
tag,Finance,seasonal,Fall 2026,20263,2,2,False,Fall 2025|Summer 2026,4.053,,,
tag,Fintech,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,8.428,Summer 2024|Fall 2024,5.701,-2.727
tag,Fintech,seasonal,Winter 2025,20250,1,3,True,Summer 2024|Fall 2024,5.701,Winter 2025|Spring 2025,5.062,-0.639
tag,Food,consolidated,March 2014,20140,2,3,True,,,Winter 2021|Summer 2021,0.425,
tag,Food,essays,RFS 10,20140,1,3,False,,,Winter 2021|Summer 2021,0.425,
tag,Food,consolidated,July 2014,20142,2,3,True,,,Winter 2021|Summer 2021,0.425,
tag,Food,consolidated,September 2014,20142,2,3,True,,,Winter 2021|Summer 2021,0.425,
tag,Food,consolidated,August 2015,20152,1,1,False,,,Winter 2021|Summer 2021,0.425,
tag,Food,consolidated,September 2016,20162,2,3,True,,,Winter 2021|Summer 2021,0.425,
tag,Food,consolidated,March 2018,20180,4,4,False,,,Winter 2021|Summer 2021,0.425,
tag,Food,consolidated,April 2020,20201,4,4,False,,,Winter 2021|Summer 2021,0.425,
tag,Food,consolidated,undated version first captured 2022-03-02,20220,4,4,False,Winter 2021|Summer 2021,0.425,Winter 2022|Summer 2022,0.126,-0.299
tag,Food,consolidated,undated version first captured 2022-07-01,20222,4,4,False,Summer 2021|Winter 2022,0.254,Summer 2022|Winter 2023,0.0,-0.254
tag,Food,seasonal,Summer 2026,20262,1,3,False,Summer 2025|Fall 2025,0.0,Summer 2026,0.0,0.0
tag,Fraud Detection,consolidated,August 2015,20152,1,1,False,,,Winter 2021|Summer 2021,0.128,
tag,Fraud Detection,consolidated,September 2016,20162,1,1,False,,,Winter 2021|Summer 2021,0.128,
tag,Fraud Detection,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,0.128,
tag,Fraud Detection,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,0.128,
tag,Fraud Detection,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,0.128,Winter 2022|Summer 2022,0.427,0.299
tag,Fraud Detection,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,0.128,Summer 2022|Winter 2023,0.792,0.664
tag,Gaming,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.656,Summer 2024|Fall 2024,0.605,-0.051
tag,Gaming,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,0.349,Fall 2025|Summer 2026,1.536,1.187
tag,Grocery,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,1.234,
tag,Hardware,essays,RFS 5,20090,1,1,False,,,Winter 2021|Summer 2021,1.66,
tag,Hardware,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,1.66,
tag,Hardware,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,1.66,
tag,Hardware,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,1.66,Winter 2022|Summer 2022,1.684,0.024
tag,Hardware,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,2.024,Summer 2022|Winter 2023,0.61,-1.414
tag,Hardware,seasonal,Summer 2024,20242,2,2,False,Summer 2023|Winter 2024,0.656,Summer 2024|Fall 2024,1.613,0.957
tag,Hardware,seasonal,Spring 2025,20251,2,8,True,Fall 2024|Winter 2025,2.409,Spring 2025|Summer 2025,3.905,1.496
tag,Hardware,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,3.519,Summer 2026,8.511,4.992
tag,Hardware,seasonal,Summer 2026,20262,2,8,True,Summer 2025|Fall 2025,3.519,Summer 2026,8.511,4.992
tag,Hardware,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,5.968,,,
tag,Healthcare,consolidated,March 2014,20140,1,6,True,,,Winter 2021|Summer 2021,3.428,
tag,Healthcare,essays,RFS 10,20140,1,6,False,,,Winter 2021|Summer 2021,3.428,
tag,Healthcare,consolidated,July 2014,20142,1,6,True,,,Winter 2021|Summer 2021,3.428,
tag,Healthcare,consolidated,September 2014,20142,1,6,True,,,Winter 2021|Summer 2021,3.428,
tag,Healthcare,consolidated,August 2015,20152,1,6,True,,,Winter 2021|Summer 2021,3.428,
tag,Healthcare,consolidated,September 2016,20162,2,7,True,,,Winter 2021|Summer 2021,3.428,
tag,Healthcare,consolidated,March 2018,20180,5,10,True,,,Winter 2021|Summer 2021,3.428,
tag,Healthcare,consolidated,April 2020,20201,4,9,True,,,Winter 2021|Summer 2021,3.428,
tag,Healthcare,consolidated,undated version first captured 2022-03-02,20220,4,9,True,Winter 2021|Summer 2021,3.428,Winter 2022|Summer 2022,4.096,0.668
tag,Healthcare,consolidated,undated version first captured 2022-07-01,20222,4,9,True,Summer 2021|Winter 2022,4.178,Summer 2022|Winter 2023,4.082,-0.096
tag,Healthcare,seasonal,Summer 2024,20242,4,7,True,Summer 2023|Winter 2024,7.166,Summer 2024|Fall 2024,4.474,-2.692
tag,Healthcare,seasonal,Summer 2025,20252,1,5,True,Winter 2025|Spring 2025,3.905,Summer 2025|Fall 2025,2.014,-1.891
tag,Healthcare,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,2.014,Summer 2026,4.681,2.667
tag,Healthcare,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,2.014,Summer 2026,4.681,2.667
tag,Housing,consolidated,March 2014,20140,1,2,True,,,Winter 2021|Summer 2021,0.425,
tag,Housing,essays,RFS 10,20140,1,2,False,,,Winter 2021|Summer 2021,0.425,
tag,Housing,consolidated,July 2014,20142,1,2,True,,,Winter 2021|Summer 2021,0.425,
tag,Housing,consolidated,September 2014,20142,1,2,True,,,Winter 2021|Summer 2021,0.425,
tag,Housing,consolidated,August 2015,20152,2,3,True,,,Winter 2021|Summer 2021,0.425,
tag,Housing,consolidated,September 2016,20162,2,3,True,,,Winter 2021|Summer 2021,0.425,
tag,Housing,consolidated,March 2018,20180,3,4,True,,,Winter 2021|Summer 2021,0.425,
tag,Housing,consolidated,April 2020,20201,3,4,True,,,Winter 2021|Summer 2021,0.425,
tag,Housing,consolidated,undated version first captured 2022-03-02,20220,3,4,True,Winter 2021|Summer 2021,0.425,Winter 2022|Summer 2022,0.213,-0.212
tag,Housing,consolidated,undated version first captured 2022-07-01,20222,3,4,True,Summer 2021|Winter 2022,0.128,Summer 2022|Winter 2023,0.213,0.085
tag,Human Resources,consolidated,July 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.575,
tag,Human Resources,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.575,
tag,Human Resources,consolidated,August 2015,20152,1,1,False,,,Winter 2021|Summer 2021,0.575,
tag,Human Resources,consolidated,September 2016,20162,1,1,False,,,Winter 2021|Summer 2021,0.575,
tag,Human Resources,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,0.575,
tag,Human Resources,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,0.575,
tag,Human Resources,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,0.575,Winter 2022|Summer 2022,0.679,0.104
tag,Human Resources,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,0.38,Summer 2022|Winter 2023,0.427,0.047
tag,India,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.447,
tag,India,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.0,,,
tag,Industrial,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,0.128,
tag,Industrial,seasonal,Summer 2024,20242,2,4,False,Summer 2023|Winter 2024,0.403,Summer 2024|Fall 2024,1.008,0.605
tag,Industrial,seasonal,Winter 2025,20250,1,3,False,Summer 2024|Fall 2024,1.008,Winter 2025|Spring 2025,2.302,1.294
tag,Industrial,seasonal,Summer 2025,20252,1,1,False,Winter 2025|Spring 2025,2.302,Summer 2025|Fall 2025,1.931,-0.371
tag,Industrial,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,1.931,Summer 2026,3.83,1.899
tag,Industrial,seasonal,Summer 2026,20262,2,3,True,Summer 2025|Fall 2025,1.931,Summer 2026,3.83,1.899
tag,Infrastructure,essays,RFS 4,20090,1,5,False,,,Winter 2021|Summer 2021,1.425,
tag,Infrastructure,consolidated,March 2014,20140,1,2,True,,,Winter 2021|Summer 2021,1.425,
tag,Infrastructure,essays,RFS 10,20140,1,2,False,,,Winter 2021|Summer 2021,1.425,
tag,Infrastructure,consolidated,July 2014,20142,1,2,True,,,Winter 2021|Summer 2021,1.425,
tag,Infrastructure,consolidated,September 2014,20142,3,4,True,,,Winter 2021|Summer 2021,1.425,
tag,Infrastructure,consolidated,August 2015,20152,3,7,True,,,Winter 2021|Summer 2021,1.425,
tag,Infrastructure,consolidated,September 2016,20162,1,1,False,,,Winter 2021|Summer 2021,1.425,
tag,Infrastructure,consolidated,March 2018,20180,2,2,False,,,Winter 2021|Summer 2021,1.425,
tag,Infrastructure,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,1.425,
tag,Infrastructure,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,1.425,Winter 2022|Summer 2022,1.395,-0.03
tag,Infrastructure,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,4.877,Winter 2025|Spring 2025,4.954,0.077
tag,Infrastructure,seasonal,Spring 2025,20251,4,6,True,Fall 2024|Winter 2025,4.466,Spring 2025|Summer 2025,6.159,1.693
tag,Infrastructure,seasonal,Summer 2025,20252,2,4,False,Winter 2025|Spring 2025,4.954,Summer 2025|Fall 2025,5.409,0.455
tag,Infrastructure,seasonal,Fall 2025,20253,4,5,True,Spring 2025|Summer 2025,6.159,Fall 2025|Summer 2026,6.44,0.281
tag,Infrastructure,seasonal,Spring 2026,20261,1,2,False,Summer 2025|Fall 2025,5.409,Summer 2026,8.085,2.676
tag,Infrastructure,seasonal,Fall 2026,20263,3,6,True,Fall 2025|Summer 2026,6.44,,,
tag,Insurance,seasonal,Summer 2024,20242,2,2,False,Summer 2023|Winter 2024,1.462,Summer 2024|Fall 2024,1.54,0.078
tag,Insurance,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,1.54,Winter 2025|Spring 2025,1.603,0.063
tag,Insurance,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,1.435,Spring 2025|Summer 2025,1.302,-0.133
tag,Insurance,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,0.603,Summer 2026,2.553,1.95
tag,International,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,0.734,Winter 2025|Spring 2025,0.0,-0.734
tag,Investing,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.788,
tag,Investing,consolidated,August 2015,20152,1,1,False,,,Winter 2021|Summer 2021,0.788,
tag,Investing,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.833,Summer 2024|Fall 2024,1.137,0.304
tag,Kids,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,0.0,Fall 2025|Summer 2026,0.0,0.0
tag,Latin America,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.0,,,
tag,Legal,essays,RFS 1,20090,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Legal,essays,RFS 2,20090,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Legal,essays,RFS 3,20090,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Legal,essays,RFS 4,20090,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Legal,essays,RFS 5,20090,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Legal,essays,RFS 6,20100,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Legal,essays,RFS 7,20100,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Legal,essays,RFS 8,20110,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Legal,essays,RFS 9,20120,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Legal,essays,RFS 10,20140,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Legal,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Legal,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Legal,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,0.297,Winter 2022|Summer 2022,0.465,0.168
tag,Legal,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,0.252,Summer 2022|Winter 2023,0.396,0.144
tag,Legal,seasonal,Summer 2025,20252,1,1,False,Winter 2025|Spring 2025,2.205,Summer 2025|Fall 2025,1.028,-1.177
tag,Legal,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,0.7,Fall 2025|Summer 2026,1.453,0.753
tag,Legal,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,1.028,Summer 2026,0.851,-0.177
tag,Legal,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,1.453,,,
tag,Live,essays,RFS 4,20090,1,8,True,,,Winter 2021|Summer 2021,0.149,
tag,Live,consolidated,March 2014,20140,1,1,False,,,Winter 2021|Summer 2021,0.149,
tag,Live,essays,RFS 10,20140,1,1,False,,,Winter 2021|Summer 2021,0.149,
tag,Live,consolidated,July 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.149,
tag,Live,consolidated,September 2014,20142,2,2,False,,,Winter 2021|Summer 2021,0.149,
tag,Live,consolidated,August 2015,20152,3,3,False,,,Winter 2021|Summer 2021,0.149,
tag,Live,consolidated,September 2016,20162,2,2,False,,,Winter 2021|Summer 2021,0.149,
tag,Live,consolidated,March 2018,20180,2,2,False,,,Winter 2021|Summer 2021,0.149,
tag,Live,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,0.149,
tag,Live,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,0.149,Winter 2022|Summer 2022,0.0,-0.149
tag,Live,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,0.0,Summer 2022|Winter 2023,0.0,0.0
tag,Live,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.0,Summer 2024|Fall 2024,0.532,0.532
tag,Live,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.0,,,
tag,Logistics,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,1.89,Summer 2026,2.979,1.089
tag,Logistics,seasonal,Fall 2026,20263,2,2,False,Fall 2025|Summer 2026,2.175,,,
tag,ML,seasonal,Summer 2024,20242,2,3,False,Summer 2023|Winter 2024,0.884,Summer 2024|Fall 2024,0.403,-0.481
tag,ML,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,0.403,Winter 2025|Spring 2025,1.049,0.646
tag,ML,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,0.0,Summer 2026,0.851,0.851
tag,Machine Learning,seasonal,Summer 2024,20242,2,2,True,Summer 2023|Winter 2024,3.71,Summer 2024|Fall 2024,5.207,1.497
tag,Manufacturing,consolidated,March 2018,20180,3,3,False,,,Winter 2021|Summer 2021,0.809,
tag,Manufacturing,consolidated,April 2020,20201,3,3,False,,,Winter 2021|Summer 2021,0.809,
tag,Manufacturing,consolidated,undated version first captured 2022-03-02,20220,3,3,False,Winter 2021|Summer 2021,0.809,Winter 2022|Summer 2022,1.646,0.837
tag,Manufacturing,consolidated,undated version first captured 2022-07-01,20222,3,3,False,Summer 2021|Winter 2022,1.516,Summer 2022|Winter 2023,1.006,-0.51
tag,Manufacturing,seasonal,Summer 2024,20242,1,5,True,Summer 2023|Winter 2024,1.514,Summer 2024|Fall 2024,3.08,1.566
tag,Manufacturing,seasonal,Winter 2025,20250,1,3,False,Summer 2024|Fall 2024,3.08,Winter 2025|Spring 2025,4.653,1.573
tag,Manufacturing,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,2.575,Summer 2026,6.809,4.234
tag,Manufacturing,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,2.575,Summer 2026,6.809,4.234
tag,Manufacturing,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,4.774,,,
tag,Marketing,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,3.885,Summer 2024|Fall 2024,2.072,-1.813
tag,Marketplace,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,0.833,Spring 2025|Summer 2025,1.0,0.167
tag,Media,essays,RFS 1,20090,1,2,False,,,Winter 2021|Summer 2021,0.425,
tag,Media,essays,RFS 9,20120,1,1,False,,,Winter 2021|Summer 2021,0.425,
tag,Media,consolidated,September 2016,20162,2,5,True,,,Winter 2021|Summer 2021,0.425,
tag,Media,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,0.0,Fall 2025|Summer 2026,0.685,0.685
tag,Medical Devices,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,1.832,
tag,Medical Devices,consolidated,August 2015,20152,1,1,False,,,Winter 2021|Summer 2021,1.832,
tag,Medical Devices,consolidated,September 2016,20162,1,1,False,,,Winter 2021|Summer 2021,1.832,
tag,Medical Devices,consolidated,March 2018,20180,1,2,False,,,Winter 2021|Summer 2021,1.832,
tag,Medical Devices,consolidated,April 2020,20201,1,2,False,,,Winter 2021|Summer 2021,1.832,
tag,Medical Devices,consolidated,undated version first captured 2022-03-02,20220,1,2,False,Winter 2021|Summer 2021,1.832,Winter 2022|Summer 2022,1.52,-0.312
tag,Medical Devices,consolidated,undated version first captured 2022-07-01,20222,1,2,False,Summer 2021|Winter 2022,2.414,Summer 2022|Winter 2023,0.641,-1.773
tag,Medical Devices,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,0.301,Summer 2026,0.426,0.125
tag,Mental Health,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.0,Summer 2024|Fall 2024,0.0,0.0
tag,Messaging,essays,RFS 3,20090,1,1,False,,,Winter 2021|Summer 2021,0.256,
tag,Mining,essays,RFS 1,20090,1,1,False,,,Winter 2021|Summer 2021,0.0,
tag,Mining,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,0.202,Winter 2025|Spring 2025,0.0,-0.202
tag,Mining,seasonal,Summer 2025,20252,1,1,False,Winter 2025|Spring 2025,0.0,Summer 2025|Fall 2025,0.0,0.0
tag,Mobility,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Mobility,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Mobility,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,0.297,Winter 2022|Summer 2022,0.126,-0.171
tag,Mobility,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,0.126,Summer 2022|Winter 2023,0.0,-0.126
tag,Monitoring,consolidated,March 2018,20180,2,2,False,,,Winter 2021|Summer 2021,0.149,
tag,Monitoring,consolidated,April 2020,20201,2,2,False,,,Winter 2021|Summer 2021,0.149,
tag,Monitoring,consolidated,undated version first captured 2022-03-02,20220,2,2,False,Winter 2021|Summer 2021,0.149,Winter 2022|Summer 2022,0.0,-0.149
tag,Monitoring,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,0.0,Summer 2022|Winter 2023,0.365,0.365
tag,Monitoring,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.631,Summer 2024|Fall 2024,0.202,-0.429
tag,Monitoring,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,0.343,Summer 2026,0.851,0.508
tag,Monitoring,seasonal,Fall 2026,20263,2,2,False,Fall 2025|Summer 2026,0.768,,,
tag,Music,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.403,Summer 2024|Fall 2024,0.0,-0.403
tag,Networks,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,0.301,Summer 2026,0.0,-0.301
tag,Networks,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.0,,,
tag,Open Source,seasonal,Summer 2024,20242,1,6,True,Summer 2023|Winter 2024,4.92,Summer 2024|Fall 2024,1.411,-3.509
tag,Open Source,seasonal,Spring 2025,20251,2,8,True,Fall 2024|Winter 2025,2.108,Spring 2025|Summer 2025,3.555,1.447
tag,Operations,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,1.034,Summer 2024|Fall 2024,1.944,0.91
tag,Operations,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,1.944,Winter 2025|Spring 2025,1.35,-0.594
tag,Operations,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,0.833,Spring 2025|Summer 2025,1.35,0.517
tag,Operations,seasonal,Summer 2025,20252,1,1,False,Winter 2025|Spring 2025,1.35,Summer 2025|Fall 2025,1.329,-0.021
tag,Operations,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,1.329,Summer 2026,0.426,-0.903
tag,Operations,seasonal,Fall 2026,20263,2,2,False,Fall 2025|Summer 2026,1.241,,,
tag,Payments,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,3.13,
tag,Payments,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,2.397,Summer 2024|Fall 2024,1.339,-1.058
tag,Payments,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,1.339,Winter 2025|Spring 2025,0.603,-0.736
tag,Payments,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,1.135,Spring 2025|Summer 2025,0.301,-0.834
tag,Payments,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,0.643,Summer 2026,0.0,-0.643
tag,Payments,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.343,,,
tag,Personalization,essays,RFS 7,20100,1,5,True,,,Winter 2021|Summer 2021,0.0,
tag,Personalization,seasonal,Summer 2026,20262,2,2,False,Summer 2025|Fall 2025,0.0,Summer 2026,1.277,1.277
tag,Privacy,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.228,Summer 2024|Fall 2024,0.403,0.175
tag,Privacy,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,0.403,Winter 2025|Spring 2025,0.349,-0.054
tag,Privacy,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.213,,,
tag,Procurement,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,0.532,Spring 2025|Summer 2025,0.301,-0.231
tag,Productivity,consolidated,March 2014,20140,1,1,False,,,Winter 2021|Summer 2021,2.725,
tag,Productivity,essays,RFS 10,20140,1,1,False,,,Winter 2021|Summer 2021,2.725,
tag,Productivity,consolidated,July 2014,20142,1,1,False,,,Winter 2021|Summer 2021,2.725,
tag,Productivity,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,2.725,
tag,Productivity,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,2.725,
tag,Productivity,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,2.725,Winter 2022|Summer 2022,4.499,1.774
tag,Productivity,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,3.042,Summer 2022|Winter 2023,5.364,2.322
tag,Productivity,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,1.667,Spring 2025|Summer 2025,4.46,2.793
tag,Productivity,seasonal,Summer 2025,20252,1,2,False,Winter 2025|Spring 2025,2.351,Summer 2025|Fall 2025,4.081,1.73
tag,Radar,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.0,Summer 2024|Fall 2024,0.0,0.0
tag,Remittances,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,0.0,Winter 2025|Spring 2025,0.0,0.0
tag,Remote,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.0,,,
tag,Retail,essays,RFS 2,20090,1,1,False,,,Winter 2021|Summer 2021,0.532,
