tag,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Scheduling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.446,0.83,0.361,0.27,0.458,0.275,0.158,0.0,0.0,0.0,0.151,0.0
Search,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.791,0.607,1.186,0.322,0.0,0.0
Security,0.0,0.0,0.0,0.0,0.0,1.587,0.0,2.685,1.02,1.316,1.869,1.339,1.66,2.527,1.081,0.915,1.651,2.215,1.417,1.695,1.449,1.054,0.0
"Security Orchestration, Automation and Response (SOAR)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Self-Driving Vehicles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.446,0.415,0.0,0.27,0.0,0.138,0.0,0.0,0.0,0.0,0.151,0.0
Semiconductors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0.0,0.0,0.405,0.847,0.322,1.506,0.0
Skincare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.0,0.0,0.0,0.151,0.0
Sleep Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935,0.0,0.415,0.722,0.27,0.0,0.413,0.0,0.0,0.0,0.0,0.0,0.0
Small Modular Reactors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smart Clothing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.415,0.722,0.0,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smart Home Assistants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.446,0.415,0.722,0.27,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.0
Smart Locks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smart Waste Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0
Social,11.111,5.882,0.0,9.302,2.381,3.175,0.952,6.04,1.02,0.0,1.402,0.893,2.075,2.166,1.081,2.975,0.413,1.266,0.202,0.169,0.966,0.452,0.0
Social Media,11.111,0.0,3.125,0.0,0.0,0.0,0.0,1.342,1.02,0.658,0.467,1.786,1.66,0.0,0.27,0.0,0.413,0.0,0.202,1.695,0.644,0.0,0.0
Social Network,11.111,5.882,3.125,0.0,0.0,1.587,0.952,2.013,0.0,0.0,0.0,0.0,0.83,0.0,0.811,0.458,0.275,0.0,0.0,0.508,0.322,0.0,0.0
Solar Power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.402,0.446,0.415,0.361,0.0,0.0,0.275,0.791,0.405,0.339,0.161,0.151,0.0
Space Exploration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.893,0.415,0.361,0.541,0.0,0.825,0.316,0.0,0.169,0.161,0.452,0.0
Speech Recognition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.0,0.0,0.0,0.138,0.316,0.0,0.169,0.161,0.0,0.0
Sports Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.339,0.83,0.722,0.27,0.458,0.275,0.316,0.0,0.169,0.483,0.0,0.0
Stocks,0.0,0.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.0,0.0,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.452,0.0
Subscriptions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.316,0.0,0.0,0.83,1.444,0.811,0.458,1.788,0.949,0.607,0.169,0.0,0.0,0.0
Supply Chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,2.041,0.658,0.935,0.893,1.66,2.166,0.811,1.831,1.376,1.741,1.417,2.542,1.61,1.355,0.0
Sustainability,0.0,0.0,0.0,0.0,2.381,0.0,0.0,0.671,0.0,0.0,1.402,0.0,0.83,1.083,0.0,0.0,0.413,0.0,0.0,0.169,0.0,0.301,0.0
Sustainable Agriculture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.0,0.361,0.0,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sustainable Fashion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.415,0.0,0.27,0.458,0.275,0.316,0.0,0.0,0.0,0.0,0.0
Sustainable Tourism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.158,0.0,0.0,0.0,0.0,0.0
Swarm Robotics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0.0,0.452,0.0
Synthetic Biology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,1.339,0.0,0.361,0.0,1.144,0.55,0.791,0.607,1.356,0.161,0.301,0.0
Talent Acquisition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.0,0.0,0.0,0.446,0.0,0.0,0.541,0.229,0.138,0.0,0.0,0.0,0.0,0.151,0.0
Team Collaboration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.658,0.467,0.893,0.0,0.0,0.541,0.229,0.138,0.0,0.202,0.169,0.483,0.0,0.0
Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,0.952,1.342,0.0,0.658,0.0,0.0,0.83,0.361,0.541,0.458,0.688,0.158,0.405,0.678,0.322,0.301,0.0
Telehealth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.467,0.446,0.0,1.083,0.541,0.686,0.963,0.949,0.405,0.169,0.322,0.151,0.0
Telemedicine,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.0,0.0,0.0,0.467,0.446,0.83,0.0,0.811,1.144,1.376,0.949,0.202,0.0,0.0,0.0,0.0
Therapeutics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.0,1.083,0.811,1.602,0.963,1.741,0.607,1.186,0.161,0.301,0.0
Ticketing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time Series,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.658,0.0,0.0,0.0,0.0,0.0,0.229,0.0,0.0,0.0,0.0,0.0,0.151,0.0
Trading,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.0,0.0,0.27,0.0,0.413,0.316,0.202,0.169,0.322,1.054,0.0
Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.0,1.02,0.0,1.869,1.786,1.66,0.722,0.541,0.915,0.275,0.791,0.607,0.339,0.483,0.0,0.0
Travel,0.0,0.0,0.0,0.0,2.381,1.587,0.0,3.356,2.041,1.974,2.336,0.446,0.415,0.722,1.081,0.686,0.688,0.633,0.405,1.186,0.322,0.151,0.0
Trust & Safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.202,0.0,0.0,0.151,0.0
Unmanned Vehicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.229,0.0,0.158,0.0,0.0,0.0,0.151,0.0
VR Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.0,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vaccines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0
Vertical Farming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.0,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Video,0.0,0.0,3.125,2.326,2.381,4.762,3.81,5.369,2.041,1.316,1.402,2.679,2.075,0.361,0.541,1.373,1.1,0.949,1.619,2.203,1.288,0.151,0.0
Virtual Reality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.0,0.722,0.541,0.0,0.275,0.949,0.0,0.0,0.0,0.151,0.0
Warehouse Management Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.0,0.722,0.27,0.229,0.55,0.316,0.202,0.169,0.0,0.151,0.0
Weather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.229,0.138,0.0,0.0,0.0,0.0,0.0,0.0
Web Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.0,0.658,0.467,0.0,0.0,0.0,0.0,0.0,0.55,0.316,1.012,0.339,0.644,0.151,0.0
Women's Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.0,0.658,0.0,0.0,0.415,0.361,0.811,0.0,0.55,0.158,0.405,0.0,0.161,0.0,0.0
Workflow Automation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.446,0.415,0.361,0.541,1.144,0.688,1.108,2.024,3.559,2.093,1.657,100.0
eLearning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,1.02,0.658,1.402,0.446,1.245,1.083,0.541,1.144,2.751,0.791,0.607,0.169,0.322,0.151,0.0
eSports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0
