tag,Summer 2005,Winter 2006,Summer 2006,Winter 2007,Summer 2007,Winter 2008,Summer 2008,Winter 2009,Summer 2009,Winter 2010,Summer 2010,Winter 2011,Summer 2011,Winter 2012,Summer 2012,Winter 2013,Summer 2013,Winter 2014,Summer 2014,Winter 2015,Summer 2015,Winter 2016,Summer 2016,Winter 2017,Summer 2017,Winter 2018,Summer 2018,Winter 2019,Summer 2019,Winter 2020,Summer 2020,Winter 2021,Summer 2021,Winter 2022,Summer 2022,Winter 2023,Summer 2023,Winter 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026,Spring 2026,Summer 2026,Fall 2026,Winter 2027
Recruiting,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,3,1,0,2,6,1,1,6,5,4,2,7,6,2,2,0,3,2,0,1,3,0,1,1,0,1,2,1,0
Referrals,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regtech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,3,2,2,2,1,1,1,1,0,0,0,1,0,1,0,0
Reinforcement Learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,1,1,4,5,4,3,4,0,14,0,0
Remittances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remote Work,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Renewable Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0,0,1,1,1,1,2,1,1,1,0,1,0,0,0,1,0,2,0,0
Restaurant Tech,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,2,0,0
Retail,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,3,0,3,0,1,5,2,1,0,0,1,2,3,1,1,3,1,2,5,3,1,2,0,0,2,0,0,0,0,1,0,0
Retail Tech,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,2,1,2,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
Reviews,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ridesharing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robotic Process Automation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,4,1,1,2,2,3,0,3,0,2,1,1,1,1,1,4,0,0
Robotic Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robotics,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,3,3,2,0,2,5,2,5,3,7,1,9,3,5,3,1,0,6,9,1,5,9,5,9,3,5,28,3,0
Rocketry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
SEO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SMB,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,3,0,0,0,0,0,1,0,0,1,0,0
SMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
SaaS,0,1,0,1,0,1,2,0,1,1,0,7,11,6,11,5,4,12,7,13,21,18,7,12,14,20,21,35,33,55,69,94,120,106,68,86,43,31,40,16,26,14,17,11,5,6,24,2,0
Sales,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,2,0,0,4,1,0,0,0,1,2,0,3,2,5,7,13,13,10,10,12,4,2,9,5,3,2,0,0,4,0,0
Sales Enablement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,1,1,4,5,4,3,2,3,1,0,4,1,2,0,0,1,2,0,0
Satellites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,4,1,3,2,1,1,2,1,0,0,0,0,2,0,0,1,1,0
Scheduling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3,5,1,1,0,0,2,0,0,0,0,0,0
Security,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,1,1,3,1,3,0,2,2,5,2,3,1,2,2,5,7,10,4,4,3,6,3,1,0,4,3,2,0,1,6,0,0
"Security Orchestration, Automation and Response (SOAR)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self-Driving Vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,4,0,1,1,0,0,1,1,7,1,0
Skincare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sleep Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Modular Reactors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smart Clothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smart Home Assistants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Smart Locks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smart Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Social,1,0,1,0,0,2,2,0,1,0,2,0,1,5,4,0,1,0,0,3,0,1,1,1,4,4,2,3,1,7,6,2,1,6,2,1,0,1,0,0,2,2,0,2,0,2,0,1,0
Social Media,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,2,2,1,3,0,0,0,1,0,0,3,0,0,0,1,0,3,4,3,0,1,0,3,0,0,0,0,0
Social Network,1,0,1,1,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,1,1,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0
Solar Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,0,0,2,3,2,2,0,1,1,0,1,0,0,0,1,0,0,0,0
Space Exploration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1,1,0,0,2,4,1,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0
Speech Recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Sports Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,0,1,0,1,1,2,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0
Stocks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Subscriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,1,3,0,1,1,9,4,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
Supply Chain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,2,0,2,2,1,5,1,2,3,5,6,4,6,5,2,5,4,10,1,1,2,7,0,1,0,8,0,0
Sustainability,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
Sustainable Agriculture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sustainable Fashion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sustainable Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swarm Robotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
Synthetic Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,4,1,0,4,2,3,2,1,3,5,0,0,0,1,0,0,0,2,0,0
Talent Acquisition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Team Collaboration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0
Telecommunications,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,1,0,2,0,1,1,3,2,0,1,1,1,3,0,1,2,0,0,0,0,1,1,0,0
Telehealth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1,0,2,0,3,2,5,3,3,1,1,1,0,0,0,1,0,1,0,0,1,0,0
Telemedicine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,3,0,3,2,5,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Therapeutics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,5,2,1,6,4,7,2,1,5,2,0,1,0,0,0,0,1,1,0,0
Ticketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,0,1,0,0,0,1,1,1,0,0,1,2,4,0,0
Transportation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,4,0,2,2,1,1,2,0,2,2,0,2,3,2,2,1,0,1,1,1,1,0,1,0,0,0,0,0
Travel,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,1,1,2,1,3,2,0,1,0,1,0,2,4,0,2,1,3,2,4,0,0,2,3,3,1,1,0,1,0,0,0,1,0,0
Trust & Safety,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Unmanned Vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VR Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaccines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vertical Farming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video,0,0,0,1,0,1,0,0,1,3,0,0,4,2,6,0,2,2,0,0,3,3,3,2,3,1,0,2,0,2,4,4,4,3,3,5,3,7,3,3,0,0,4,4,0,0,1,0,0
Virtual Reality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Warehouse Management Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Weather,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Web Development,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,4,1,1,0,1,1,1,1,0,1,0,0,0
Women's Health,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,0,0,4,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Workflow Automation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2,3,2,3,2,2,5,5,5,10,9,2,4,1,5,3,0,0,11,0,1
eLearning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,1,1,2,2,1,2,0,2,3,12,8,4,1,2,1,0,1,0,1,0,1,0,0,0,1,0,0
eSports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
