tag,Summer 2005,Winter 2006,Summer 2006,Winter 2007,Summer 2007,Winter 2008,Summer 2008,Winter 2009,Summer 2009,Winter 2010,Summer 2010,Winter 2011,Summer 2011,Winter 2012,Summer 2012,Winter 2013,Summer 2013,Winter 2014,Summer 2014,Winter 2015,Summer 2015,Winter 2016,Summer 2016,Winter 2017,Summer 2017,Winter 2018,Summer 2018,Winter 2019,Summer 2019,Winter 2020,Summer 2020,Winter 2021,Summer 2021,Winter 2022,Summer 2022,Winter 2023,Summer 2023,Winter 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026,Spring 2026,Summer 2026,Fall 2026,Winter 2027
Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.971,2.151,1.786,2.062,0.0,0.826,0.0,0.787,0.532,0.581,0.452,0.0,1.524,0.524,1.028,1.786,0.418,2.139,0.488,1.485,1.351,2.344,0.909,0.0,0.0,2.083,0.0,3.879,2.941,0.0
Energy Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449,0.0,0.0,0.0,0.0,0.0,0.0,1.653,0.0,0.0,0.532,0.0,0.0,0.493,0.61,0.0,0.514,0.0,0.418,0.0,0.976,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,2.632,2.0,4.918,0.0,4.348,0.0,1.449,0.0,1.942,0.0,0.893,4.124,0.87,0.0,0.709,1.575,1.064,0.581,0.905,2.463,1.22,1.047,2.314,4.911,6.276,3.743,3.415,1.98,4.054,3.125,1.818,1.709,1.695,2.083,4.0,2.586,0.0,0.0
Enterprise Software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,2.632,0.0,0.0,0.0,0.0,0.0,1.449,1.316,0.971,1.075,0.0,3.093,0.0,0.0,1.418,0.787,0.532,1.744,0.452,1.478,1.22,1.047,2.571,2.232,3.347,6.417,3.902,4.95,6.757,2.344,6.364,7.692,2.542,10.417,10.0,6.034,0.0,0.0
Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632,0.0,0.0,2.632,0.0,0.0,0.0,0.0,0.0,1.075,1.786,1.031,0.87,1.653,1.418,2.362,0.0,1.163,1.81,2.463,0.305,0.524,1.799,0.446,0.837,1.07,1.951,0.99,0.0,0.781,0.0,0.0,1.695,0.0,0.0,0.862,0.0,0.0
Exascale Computing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Fashion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632,0.0,3.279,1.316,4.348,2.174,1.449,0.0,0.0,1.075,0.893,1.031,0.0,0.826,0.0,0.0,1.064,1.163,0.0,0.985,0.0,0.0,0.257,0.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.488,1.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Femtech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.257,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fertility Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.653,0.0,0.0,0.532,1.163,0.452,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FinOps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,0.0,0.0,0.0,0.0,0.0,0.0,1.449,0.0,0.0,1.075,0.0,0.0,0.0,0.0,0.0,0.787,0.0,0.0,0.452,0.0,0.915,1.571,0.771,0.893,1.674,0.535,0.0,0.99,0.0,2.344,0.0,0.0,0.847,2.083,0.0,0.0,0.0,0.0
Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,1.075,0.893,0.0,1.739,0.826,0.0,0.787,1.596,1.744,2.262,0.493,0.915,1.309,1.285,1.339,5.021,2.674,2.439,5.446,4.054,3.125,0.909,1.709,4.237,4.167,2.0,4.741,2.941,0.0
Fintech,0.0,0.0,0.0,16.667,0.0,0.0,0.0,0.0,13.333,0.0,6.452,5.263,6.0,8.197,2.632,4.348,6.522,10.145,10.526,7.767,15.054,8.929,10.309,12.174,11.57,12.057,11.811,13.83,16.279,17.647,20.197,17.683,21.204,23.65,23.661,14.226,11.765,8.293,11.386,2.703,8.594,4.545,5.128,3.39,8.333,8.0,6.034,5.882,0.0
Fitness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632,0.0,0.0,0.0,0.0,2.174,1.449,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905,1.478,0.61,0.785,0.0,0.0,0.837,0.0,0.976,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,1.064,0.0,0.0,0.0,0.61,0.262,0.257,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food & Beverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,2.632,0.0,0.0,0.0,0.0,2.174,1.449,3.947,0.971,1.075,0.893,1.031,0.87,0.0,1.418,1.575,0.532,0.581,0.0,0.985,0.61,0.262,0.0,0.0,0.418,1.07,0.976,0.0,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.0,2.941,0.0
Food Service Robots & Machines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,2.151,0.0,0.0,0.87,0.826,0.709,0.0,0.0,0.0,0.0,0.0,0.305,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632,2.0,0.0,1.316,0.0,0.0,0.0,0.0,2.913,0.0,1.786,0.0,1.739,1.653,0.709,1.575,2.66,1.163,0.452,1.478,1.22,0.785,1.799,1.786,0.837,0.0,0.488,0.0,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0
Fraud Detection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,0.893,0.0,0.0,0.0,0.0,0.787,0.0,0.0,0.0,0.0,0.0,0.262,0.0,0.893,0.837,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0
Fraud Prevention,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.0,0.535,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fundraising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Furniture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.899,0.0,0.0,0.0,0.0,1.031,0.0,0.826,1.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fusion Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.781,0.0,0.0,0.847,0.0,0.0,0.0,0.0,0.0
Gaming,0.0,0.0,20.0,16.667,0.0,28.571,0.0,0.0,0.0,0.0,3.226,5.263,2.0,4.918,1.316,0.0,0.0,2.899,3.947,0.0,1.075,1.786,0.0,0.0,4.132,2.837,2.362,3.723,2.326,1.357,1.97,1.524,0.524,2.314,2.232,0.837,1.07,0.488,1.485,0.0,0.0,0.909,0.0,1.695,0.0,4.0,1.724,0.0,0.0
Gardening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene Therapy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.709,2.362,0.0,0.0,0.0,0.493,0.305,0.0,0.514,0.0,0.418,0.0,0.488,0.495,0.0,0.781,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Generative AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449,0.0,0.971,0.0,0.0,0.0,0.87,1.653,2.128,2.362,1.064,2.326,1.81,3.448,1.524,3.665,3.342,9.821,20.502,15.508,9.268,12.376,8.108,12.5,3.636,3.419,7.627,4.167,0.0,4.31,0.0,0.0
Genetic Engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.847,0.0,2.0,0.0,0.0,0.0
Genomics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.893,1.031,1.739,1.653,0.0,1.575,2.66,1.744,1.357,0.493,0.0,0.785,0.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.431,0.0,0.0
Geographic Information System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.524,0.0,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.431,0.0,0.0
Ghost Kitchens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826,0.0,0.787,0.0,0.0,0.452,0.493,0.61,1.047,0.0,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GovTech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,2.913,0.0,0.0,2.062,1.739,3.306,1.418,1.575,0.0,2.326,0.0,0.0,0.61,1.047,0.771,0.893,0.0,1.07,0.976,1.485,0.0,3.906,0.909,0.855,1.695,0.0,2.0,1.724,2.941,0.0
GraphQL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grocery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.893,2.062,0.87,0.0,0.709,1.575,0.532,1.744,1.357,0.493,1.22,1.309,0.257,0.446,0.418,1.07,0.0,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.279,1.316,2.174,0.0,0.0,1.316,1.942,4.301,0.893,0.0,2.609,0.826,0.709,1.575,1.064,1.163,1.357,1.97,1.524,1.832,1.799,1.786,1.674,2.139,0.976,1.485,1.351,2.344,0.0,0.0,0.847,0.0,2.0,0.431,2.941,0.0
Hard Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,1.316,0.0,0.0,1.449,1.316,0.0,0.0,0.893,4.124,0.87,1.653,1.418,0.787,1.596,2.326,0.905,1.97,3.354,2.356,2.828,0.893,0.837,1.07,0.976,5.446,1.351,3.906,5.455,1.709,3.39,6.25,8.0,10.776,11.765,0.0
Hardware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,0.0,0.0,2.632,0.0,3.279,1.316,8.696,2.174,1.449,2.632,1.942,6.452,3.571,5.155,5.217,4.132,2.837,3.15,2.66,5.814,0.905,1.97,1.829,1.571,2.571,0.893,0.418,1.07,0.488,3.96,0.0,6.25,5.455,5.128,4.237,6.25,6.0,8.621,8.824,0.0
Health & Wellness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,0.0,0.0,0.0,0.0,0.0,2.174,2.899,2.632,0.0,1.075,0.893,0.0,0.0,0.0,0.709,0.787,0.0,0.581,1.357,1.97,0.61,2.618,0.514,0.0,0.0,1.604,0.976,0.0,0.0,1.562,0.909,0.0,2.542,0.0,2.0,1.724,2.941,0.0
Health Insurance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,2.632,2.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.709,0.0,0.532,0.0,0.905,0.493,0.305,0.785,0.0,0.0,0.837,2.674,0.488,0.495,0.0,0.781,0.0,0.0,1.695,0.0,0.0,0.862,0.0,0.0
Health Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632,2.0,0.0,2.632,2.174,2.174,2.899,5.263,2.913,4.301,3.571,4.124,6.087,3.306,4.965,1.575,3.191,2.907,4.977,3.448,2.439,2.356,3.085,3.571,4.184,6.417,2.927,2.97,5.405,5.469,2.727,0.0,5.932,0.0,0.0,2.155,0.0,0.0
Healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632,2.0,3.279,1.316,4.348,0.0,0.0,1.316,3.883,3.226,0.0,8.247,6.087,3.306,2.837,6.299,1.064,2.326,3.62,3.941,3.354,3.665,4.884,3.571,5.439,10.695,6.341,4.455,6.757,4.688,5.455,0.855,4.237,2.083,2.0,4.741,0.0,0.0
Healthcare IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449,0.0,0.0,0.0,0.0,1.031,0.0,0.0,0.709,0.0,0.0,0.581,0.0,0.493,1.22,0.262,0.514,0.893,0.418,4.813,0.488,0.495,2.703,1.562,0.909,1.709,1.695,0.0,2.0,0.862,0.0,0.0
Home Automation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,1.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0,0.0,0.0
Home Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,1.031,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.257,0.0,0.418,0.535,0.976,0.495,0.0,0.781,0.909,0.0,0.847,0.0,2.0,1.293,0.0,0.0
Housing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449,0.0,0.0,1.075,0.0,1.031,0.0,0.826,0.0,0.787,1.596,1.163,0.452,0.985,0.61,0.262,0.0,0.446,0.0,0.0,0.0,0.495,0.0,0.781,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Human Resources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,1.316,0.0,2.151,0.0,0.0,0.0,0.0,2.128,0.0,0.532,0.581,0.452,0.0,0.915,0.262,0.514,0.893,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.941,0.0
Hydrogen Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.514,0.0,0.418,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Identity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,1.031,0.0,0.0,0.0,0.787,0.0,0.581,0.0,0.0,0.61,0.262,0.771,1.786,0.0,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0
Immigration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.0,0.781,0.0,0.0,0.847,0.0,0.0,0.0,0.0,0.0
Income Share Agreements,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.0,0.532,0.0,0.0,0.0,0.305,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,1.075,0.893,1.031,1.739,4.959,0.709,1.575,1.064,1.744,3.167,0.0,0.915,0.0,1.028,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indoor Mapping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.787,0.0,0.581,0.0,0.0,0.0,0.262,0.257,0.0,0.0,0.0,0.976,2.475,0.0,2.344,3.636,2.564,2.542,0.0,0.0,3.879,0.0,0.0
Industrial Workplace Safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.532,0.581,0.0,0.0,0.0,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,1.064,0.0,0.905,0.0,2.134,0.785,1.542,1.339,2.51,6.417,3.415,5.446,6.757,4.688,8.182,8.547,5.932,14.583,6.0,8.19,17.647,0.0
Insurance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.151,3.571,0.0,1.739,4.959,2.128,0.0,1.596,1.163,0.905,0.493,1.524,0.785,2.571,2.232,1.255,1.07,2.439,2.475,1.351,2.344,1.818,1.709,0.0,2.083,4.0,2.586,5.882,100.0
International,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262,0.0,0.0,0.0,0.0,0.488,0.495,1.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632,0.0,0.0,2.632,2.174,0.0,1.449,1.316,2.913,2.151,0.0,0.0,2.609,0.826,0.709,0.787,1.064,0.581,0.905,0.0,0.305,1.309,1.542,0.893,2.092,0.535,1.463,1.485,1.351,0.781,0.909,1.709,0.847,0.0,2.0,3.448,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.262,0.514,0.0,0.418,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.847,0.0,2.0,0.0,0.0,0.0
IoT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,0.0,0.0,0.0,2.0,3.279,0.0,2.174,2.174,4.348,3.947,1.942,0.0,2.679,3.093,4.348,0.826,0.0,2.362,2.66,0.0,0.452,0.985,0.915,0.262,0.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.941,0.0
IoT Security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0
Kids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,1.316,0.0,0.0,1.449,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452,0.985,0.305,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kubernetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.581,0.905,0.493,0.305,0.0,0.514,0.446,0.418,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Lab-on-a-chip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latin America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.709,0.787,0.532,1.744,1.357,0.985,0.915,0.262,0.0,0.893,0.0,0.535,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Legal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.348,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,1.418,0.787,0.532,0.581,0.0,0.0,0.61,0.0,0.514,0.446,0.418,1.604,1.463,2.475,1.351,3.906,1.818,0.0,2.542,0.0,0.0,0.862,2.941,0.0
LegalTech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.348,0.0,0.0,1.316,0.0,4.301,0.0,1.031,0.0,0.0,0.709,0.787,2.128,0.581,0.452,0.985,1.22,0.524,0.771,1.339,0.837,1.07,1.463,3.465,1.351,2.344,0.909,0.855,3.39,0.0,0.0,1.293,0.0,0.0
